,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
900,2178329,CLOSED,2053 Old Chapman Drive,Apex,27502,5/31/2018,Hempstead at Beaver Creek,2084,2018,3,3,1,Attached,306280.0,306280.0,0,Yes,2,0-.25 Acres,1.0,20
1405,2186847,CLOSED,3411 Antler View Drive,Apex,27502,1/16/2019,Deer Creek,2795,2018,5,4,0,Attached,359000.0,359450.0,0,Yes,2,0-.25 Acres,1.0,10
952,2261692,CLOSED,1141 Platform Drive,Apex,27502,2/10/2020,The Villages of Apex,2417,2019,3,2,1,Attached,318815.0,309990.0,0,,2,0-.25 Acres,0.97,45
1180,2309598,CLOSED,1318 Barn Cat Way,Apex,27502,5/28/2020,Smith Farm,2308,2020,4,3,1,Attached,334990.0,327000.0,0,Yes,2,0-.25 Acres,0.98,39
108,2321205,CLOSED,109 Halsmer Court,Apex,27502,8/21/2020,Heatherwood Townhomes,1272,1988,2,2,1,Attached,225000.0,214000.0,28,Yes,0,0-.25 Acres,0.95,19
575,2283217,CLOSED,3181 Retama Run,Apex,27562,11/18/2019,Woodbury,1936,2019,3,2,1,Attached,288365.0,285000.0,0,Yes,2,0-.25 Acres,0.99,55
1175,2214604,CLOSED,902 Dalton Ridge Place,Apex,27523,6/24/2019,Townes at North Salem,2479,2018,4,3,1,Attached,329990.0,325900.0,0,Yes,2,0-.25 Acres,0.99,48
595,2243392,CLOSED,612 Grand Central Station,Apex,27502,11/4/2019,The Villages of Apex,2175,2019,3,3,1,Attached,289900.0,287900.0,0,Yes,2,0-.25 Acres,0.99,45
61,2196048,CLOSED,102 Parkerson Lane,Apex,27502,7/16/2018,Carriage Downs,1454,2003,3,2,1,Attached,195000.0,201000.0,0,Yes,0,0-.25 Acres,1.03,6
1251,2313257,CLOSED,1421 Herb Garden Way,Apex,27502,6/12/2020,Smith Farm,2308,2020,4,3,1,Attached,339990.0,332000.0,0,Yes,2,0-.25 Acres,0.98,39
1034,2238536,CLOSED,2919 Sunflower Road,Apex,27502,8/16/2019,Smith Farm,2361,2019,4,3,1,Attached,319990.0,316000.0,0,Yes,2,0-.25 Acres,0.99,39
1066,2238544,CLOSED,2931 Sunflower Road,Apex,27502,5/23/2019,Smith Farm,2308,2019,4,3,1,Attached,323475.0,319000.0,0,Yes,2,0-.25 Acres,0.99,39
179,2259596,CLOSED,100 Forrymast Trail,Apex,27539,7/11/2019,Miramonte,1639,2007,3,2,1,Attached,225000.0,225000.0,3,Yes,1,0-.25 Acres,1.0,24
243,2200550,CLOSED,349 Anterbury Drive,Apex,27502,8/29/2018,Bradley Terrace,2130,2010,3,3,1,Attached,239555.0,242000.0,15,Yes,0,0-.25 Acres,1.01,4
250,2179838,CLOSED,805 Trendy Lane,Apex,27502,4/23/2018,55 James at Midtown,1737,2014,3,2,1,Attached,245000.0,244000.0,5,Yes,1,0-.25 Acres,1.0,1
710,2136327,CLOSED,717 Sawcut Lane,Apex,27502,8/16/2018,Old Mill Village,2035,2017,3,2,1,Attached,295000.0,295000.0,0,,2,0-.25 Acres,1.0,26
1335,2214603,CLOSED,900 Dalton Ridge Place,Apex,27523,6/15/2019,Townes at North Salem,2479,2018,4,3,1,Attached,349990.0,345000.0,0,Yes,2,0-.25 Acres,0.99,48
1503,2204203,CLOSED,1305 Littlehills Drive,Apex,27502,12/31/2018,Middleton,2600,2018,4,3,0,Attached,405000.0,405000.0,0,,2,0-.25 Acres,1.0,23
582,2256129,CLOSED,3213 Retama Run,Apex,27562,8/29/2019,Woodbury,1818,2019,3,2,1,Attached,290900.0,285900.0,0,Yes,2,0-.25 Acres,0.98,55
1395,2230498,CLOSED,352 Great Northern Station,Apex,27502,6/11/2019,The Villages of Apex,2213,2019,4,3,1,Attached,357240.0,357240.0,0,,2,0-.25 Acres,1.0,45
1460,2281684,CLOSED,2520 Rambling Creek Road,Apex,27523,2/14/2020,The Preserve at White Oak Creek,3155,2019,4,3,1,Attached,392060.0,380000.0,0,Yes,2,0-.25 Acres,0.97,44
1243,2165278,CLOSED,1909 Blue Jay Point,Apex,27502,8/29/2018,Bella Casa,2518,2017,3,3,1,Attached,348900.0,331000.0,0,Yes,2,0-.25 Acres,0.95,2
383,2317671,CLOSED,1506 Haywards Heath Lane,Apex,27502,7/2/2020,Haddon Hall,2278,2006,3,3,1,Attached,269900.0,265000.0,12,Yes,1,0-.25 Acres,0.98,17
871,2296336,CLOSED,635 Grand Central Station,Apex,27502,5/29/2020,The Villages of Apex,2225,2020,4,3,1,Attached,304900.0,304900.0,0,Yes,2,0-.25 Acres,1.0,45
607,2213424,CLOSED,595 Grand Central Station,Apex,27502,10/31/2018,The Villages of Apex,2355,2018,3,3,1,Attached,288900.0,288900.0,0,Yes,2,0-.25 Acres,1.0,45
136,2242647,CLOSED,107 Knightsborough Way,Apex,27502,4/9/2019,Haddon Hall,1631,1998,2,2,1,Attached,210000.0,217000.0,1,Yes,0,0-.25 Acres,1.03,17
844,2193649,CLOSED,5033 Homeplace Drive,Apex,27539,11/14/2018,West Lake,2410,2007,3,2,1,Attached,312900.0,303000.0,115,Yes,2,0-.25 Acres,0.97,53
1059,2211556,CLOSED,1025 Waymaker Court,Apex,27502,8/20/2019,Hempstead at Beaver Creek,2417,2019,3,2,1,Attached,320000.0,318000.0,0,Yes,2,0-.25 Acres,0.99,20
572,2317384,CLOSED,313 Castien Cove Place,Apex,27539,7/2/2020,Woodcreek,1993,2017,3,2,1,Attached,285000.0,285000.0,6,Yes,1,0-.25 Acres,1.0,56
53,2228744,CLOSED,132 Anterbury Drive,Apex,27502,2/11/2019,Bradley Terrace,1548,2005,3,2,1,Attached,200000.0,200000.0,8,Yes,0,0-.25 Acres,1.0,4
181,2300765,CLOSED,1042 Mica Lamp Court,Apex,27502,4/22/2020,Scotts Mill,1363,2007,2,2,1,Attached,225000.0,225000.0,7,Yes,0,0-.25 Acres,1.0,36
124,2310999,CLOSED,104 Graystar Road,Apex,27502,5/5/2020,Carriage Downs,1456,2005,3,2,1,Attached,220000.0,215000.0,4,Yes,0,0-.25 Acres,0.98,6
1109,2275138,CLOSED,605 Metro Station,Apex,27502,9/13/2019,The Villages of Apex,2406,2019,3,2,1,Attached,329900.0,321000.0,0,Yes,2,0-.25 Acres,0.97,45
262,2274281,CLOSED,108 Fargale Lane,Apex,27539-6530,10/7/2019,Miramonte,1738,2014,3,2,1,Attached,249900.0,245000.0,22,Yes,1,0-.25 Acres,0.98,24
280,2177767,CLOSED,2028 White Pond Court,Apex,27523,4/26/2018,Walden Townes,1554,2002,3,2,1,Attached,245000.0,247500.0,3,Yes,1,0-.25 Acres,1.01,50
448,2156287,CLOSED,1050 Brownsmith Drive,Apex,27502,5/21/2018,Hempstead at Beaver Creek,1765,2018,3,2,1,Attached,279000.0,274000.0,0,Yes,2,0-.25 Acres,0.98,20
1096,2285082,CLOSED,542 Wayland Grove Drive,Apex,27523,12/30/2019,Wayland Grove,2323,2019,3,2,1,Attached,334990.0,320000.0,0,Yes,2,0-.25 Acres,0.96,51
212,2206072,CLOSED,100 Parkerson Lane,Apex,27502,8/30/2018,Carriage Downs,1441,2003,3,2,1,Attached,209500.0,230000.0,3,Yes,0,0-.25 Acres,1.1,6
1476,2270135,CLOSED,938 Haybeck Lane,Apex,27523,3/31/2020,Townes at Westford,2342,2020,3,2,1,Attached,387254.0,388419.0,0,Yes,2,0-.25 Acres,1.0,49
577,2206420,CLOSED,958 Ambergate Station,Apex,27502,9/11/2018,The Villages of Apex,1875,2012,3,3,1,Attached,289000.0,285000.0,15,Yes,0,0-.25 Acres,0.99,45
1090,2198279,CLOSED,578 Metro Station,Apex,27502,4/25/2019,The Villages of Apex,1742,2018,3,2,1,Attached,324900.0,320000.0,0,Yes,2,0-.25 Acres,0.98,45
64,2188294,CLOSED,716 Wickham Ridge,Apex,27539,6/5/2018,Pemberley,1300,2014,2,2,1,Attached,200000.0,203500.0,8,Yes,0,0-.25 Acres,1.02,30
486,2325020,CLOSED,400 Oak Pine Drive,Apex,27502,8/13/2020,Green at Scotts Mill,2166,2003,3,3,1,Attached,285000.0,277000.0,19,Yes,2,0-.25 Acres,0.97,16
1504,2334178,CLOSED,415 Hopwood Way,Apex,27523,9/24/2020,Middleton,2440,2018,4,3,0,Attached,412000.0,405000.0,14,Yes,2,0-.25 Acres,0.98,23
979,2147738,CLOSED,803 Tunisian Drive,Apex,27523,8/28/2018,540 Townes,2245,2018,4,3,1,Attached,311900.0,311970.0,0,,2,0-.25 Acres,1.0,0
877,2227720,CLOSED,1130 Doe Blossom Lane,Apex,27502,8/29/2019,Deer Creek,2196,2019,3,2,1,Attached,309990.0,304990.0,0,Yes,2,0-.25 Acres,0.98,10
234,2169929,CLOSED,2424 Baslow Drive,Apex,27539,2/20/2018,Pemberley,1725,2014,3,2,1,Attached,239000.0,239000.0,4,Yes,1,0-.25 Acres,1.0,30
826,2327073,CLOSED,1151 Chestnut Bluff Run,Apex,27502,9/29/2020,Deer Creek,1962,2020,3,2,1,Attached,301690.0,301690.0,0,Yes,2,0-.25 Acres,1.0,10
976,2289917,CLOSED,3159 Retama Run,Apex,27562,4/22/2020,Woodbury,1861,2020,3,2,1,Attached,308765.0,311035.0,0,Yes,2,0-.25 Acres,1.01,55
768,2240308,CLOSED,2226 Red Knot Lane,Apex,27502,2/14/2020,Peak 502 at Beaver Creek,2094,2019,4,3,1,Attached,298990.0,298990.0,0,Yes,2,0-.25 Acres,1.0,29
1233,2190957,CLOSED,2853 Haw River Trail,Apex,27502,10/24/2018,Bella Casa,2518,2018,3,3,1,Attached,345900.0,330000.0,0,Yes,2,0-.25 Acres,0.95,2
157,2163741,CLOSED,1421 Salem Creek Drive,Apex,27502,7/30/2018,Salem Creek Townhomes,1601,2018,2,2,2,Attached,222530.0,220030.0,0,Yes,1,0-.25 Acres,0.99,32
1474,2270583,CLOSED,947 Haybeck Lane,Apex,27523,5/1/2020,Townes at Westford,2643,2020,4,3,1,Attached,394916.0,388000.0,0,Yes,2,0-.25 Acres,0.98,49
1531,2217542,CLOSED,550 Rowanwood Way,Apex,27502,11/30/2018,Middleton,3000,2018,5,4,0,Attached,431566.0,431566.0,0,,2,0-.25 Acres,1.0,23
201,2170875,CLOSED,150 Sanair Court,Apex,27502,2/28/2018,Heatherwood Townhomes,1683,1988,3,2,1,Attached,215000.0,228800.0,2,Yes,0,0-.25 Acres,1.06,19
653,2289158,CLOSED,1429 Herb Garden Way,Apex,27502,3/20/2020,Smith Farm,2145,2020,4,3,1,Attached,293525.0,291000.0,0,Yes,2,0-.25 Acres,0.99,39
158,2186057,CLOSED,504 Knightsborough Way,Apex,27502,6/8/2018,Haddon Hall,1579,1998,3,2,1,Attached,212000.0,220500.0,3,Yes,1,0-.25 Acres,1.04,17
751,2180026,CLOSED,2306 Apex Peakway,Apex,27502,9/4/2018,Old Mill Village,2066,2018,3,2,1,Attached,298000.0,298000.0,0,Yes,2,0-.25 Acres,1.0,26
1124,2100447,CLOSED,1008 Drayman Place,Apex,27502,5/21/2018,Hempstead at Beaver Creek,2428,2017,3,3,1,Attached,314860.0,322900.0,0,,2,0-.25 Acres,1.03,20
1464,2290409,CLOSED,952 Haybeck Lane,Apex,27523,6/25/2020,Townes at Westford,2334,2020,3,3,1,Attached,388611.0,384611.0,0,Yes,2,0-.25 Acres,0.99,49
908,2237114,CLOSED,2047 Old Chapman Drive,Apex,27502-4326,4/18/2019,Hempstead at Beaver Creek,2148,2018,4,3,1,Attached,314900.0,307000.0,28,Yes,2,0-.25 Acres,0.97,20
1219,2166135,CLOSED,567 Chessie Station,Apex,27502,3/29/2018,The Villages of Apex,1742,2018,3,2,1,Attached,334900.0,329900.0,0,Yes,2,0-.25 Acres,0.99,45
56,2189908,CLOSED,1132 Scotts Ridge Trail,Apex,27502,6/7/2018,Scotts Mill at Bungalow Park,1358,2003,2,2,1,Attached,197000.0,200000.0,4,Yes,0,0-.25 Acres,1.02,37
1425,2336429,CLOSED,2789 Masonboro Ferry Drive,Apex,27502,9/25/2020,Bella Casa,2714,2017,4,2,1,Attached,365000.0,366000.0,1,Yes,2,0-.25 Acres,1.0,2
188,2237932,CLOSED,152 Sanair Court,Apex,27502,6/25/2019,Heatherwood Townhomes,1501,1988,3,2,1,Attached,225000.0,225000.0,8,Yes,0,0-.25 Acres,1.0,19
552,2172354,CLOSED,135 Writing Rock Place,Apex,27539,6/28/2018,Woodcreek,1856,2018,3,2,1,Attached,278571.0,283071.0,0,Yes,1,0-.25 Acres,1.02,56
93,2168477,CLOSED,503 Nottinghill Walk,Apex,27502,2/9/2018,Haddon Hall,1622,1998,2,2,1,Attached,200000.0,210000.0,4,Yes,1,0-.25 Acres,1.05,17
842,2237077,CLOSED,802 Richmont Grove Lane,Apex,27523,5/24/2019,Townes at North Salem,1984,2018,4,3,1,Attached,302990.0,302990.0,0,Yes,2,0-.25 Acres,1.0,48
1419,2323087,CLOSED,993 Myrtle Grove Lane,Apex,27502,9/25/2020,The Groves,2540,2016,3,2,1,Attached,365000.0,365000.0,37,Yes,2,0-.25 Acres,1.0,42
1349,2255713,CLOSED,549 Metro Station,Apex,27502,11/19/2019,The Villages of Apex,2721,2017,4,3,1,Attached,344900.0,347000.0,123,Yes,2,0-.25 Acres,1.01,45
442,2229797,CLOSED,1387 Regents Lane,Apex,27502,7/12/2019,Salem Creek Townhomes,2224,2019,3,3,1,Attached,279000.0,273000.0,0,Yes,1,0-.25 Acres,0.98,32
906,2293751,CLOSED,2937 Great Lawn Road,Apex,27502,1/30/2020,Smith Farm,2145,2019,4,3,1,Attached,312325.0,307000.0,0,Yes,2,0-.25 Acres,0.98,39
31,2196815,CLOSED,134 Sanair Court,Apex,27502,7/20/2018,Heatherwood Townhomes,1275,1988,2,2,1,Attached,195000.0,190800.0,6,Yes,0,0-.25 Acres,0.98,19
76,2320582,CLOSED,122 Anterbury Drive,Apex,27502,6/25/2020,Bradley Terrace,1440,2005,3,2,1,Attached,205000.0,206000.0,3,Yes,0,0-.25 Acres,1.0,4
777,2312288,CLOSED,1603 Brussels Drive,Apex,27502,7/15/2020,South Walk,1938,2020,3,2,1,Attached,299900.0,299900.0,0,Yes,2,0-.25 Acres,1.0,40
110,2296862,CLOSED,1044 Scotts Ridge Trail,Apex,27502,2/18/2020,Scotts Mill at Bungalow Park,1346,2004,2,2,1,Attached,209900.0,214000.0,2,,0,0-.25 Acres,1.02,37
918,2280093,CLOSED,923 Shoofly Path,Apex,27502,11/21/2019,The Villages of Apex,2053,2014,3,3,1,Attached,308000.0,308000.0,22,Yes,2,0-.25 Acres,1.0,45
1200,2325140,CLOSED,2843 Dallas Valley Lane,Apex,27502,8/31/2020,Townes at Friendship Station,2169,2020,3,3,1,Attached,329900.0,328400.0,0,Yes,2,0-.25 Acres,1.0,47
529,2130943,CLOSED,1462 Salem Creek Drive,Apex,27502,5/25/2018,Salem Creek Townhomes,2088,2017,3,2,2,Attached,284990.0,280990.0,0,Yes,1,0-.25 Acres,0.99,32
112,2260811,CLOSED,154 Sanair Court,Apex,27502,6/11/2019,Heatherbrook Townhomes,1133,1988,2,2,0,Attached,215000.0,215000.0,0,,0,0-.25 Acres,1.0,18
269,2247036,CLOSED,2442 Baslow Drive,Apex,27539,7/25/2019,Pemberley,1709,2013,3,2,1,Attached,249900.0,246000.0,80,Yes,1,0-.25 Acres,0.98,30
954,2165140,CLOSED,2124 Whitesmith Drive,Apex,27502,3/28/2018,Hempstead at Beaver Creek,2411,2017,3,3,1,Attached,320000.0,310000.0,54,Yes,2,0-.25 Acres,0.97,20
1097,2317599,CLOSED,1308 Barn Cat Way,Apex,27502,8/18/2020,Smith Farm,2361,2020,4,3,1,Attached,324990.0,320000.0,0,Yes,2,0-.25 Acres,0.98,39
563,2240318,CLOSED,2212 Red Knot Lane,Apex,27502,8/1/2019,Peak 502 at Beaver Creek,1923,2019,4,3,1,Attached,284990.0,284990.0,0,Yes,1,0-.25 Acres,1.0,29
1295,2194537,CLOSED,2002 Whitesmith Drive,Apex,27502,2/27/2019,Hempstead at Beaver Creek,2417,2019,3,2,1,Attached,339620.0,338565.0,0,Yes,2,0-.25 Acres,1.0,20
120,2276252,CLOSED,1041 Bungalow Park Drive,Apex,27502,8/30/2019,Scottish Mills,1350,2005,2,2,1,Attached,215000.0,215000.0,0,Yes,0,0-.25 Acres,1.0,35
707,2300154,CLOSED,825 Richmont Grove Lane,Apex,27523,6/12/2020,Townes at North Salem,1984,2020,4,3,1,Attached,295000.0,295000.0,0,Yes,2,0-.25 Acres,1.0,48
313,2281318,CLOSED,203 Gallent Hedge Trail,Apex,27539-6511,11/8/2019,Miramonte,1953,2006,3,3,1,Attached,260000.0,253000.0,8,,1,0-.25 Acres,0.97,24
1312,2231526,CLOSED,2549 Sunnybranch Lane,Apex,27523,5/1/2019,The Preserve at White Oak Creek,2157,2018,3,2,1,Attached,349038.0,340000.0,0,Yes,2,0-.25 Acres,0.97,44
429,2295859,CLOSED,3412 Dropseed Drive,Apex,27502,6/19/2020,Deer Creek,1736,2020,3,2,1,Attached,274990.0,270490.0,0,Yes,2,0-.25 Acres,0.98,10
1161,2264584,CLOSED,2924 Great Lawn Road,Apex,27502,1/30/2020,Smith Farm,2403,2019,4,3,1,Attached,329990.0,325000.0,0,Yes,2,0-.25 Acres,0.98,39
1222,2276125,CLOSED,1043 Diamond Dove Lane,Apex,27502,10/7/2019,Peak 502 at Beaver Creek,2242,2018,4,3,1,Attached,339990.0,329990.0,0,,2,0-.25 Acres,0.97,29
1351,2341802,CLOSED,2716 Masonboro Ferry Drive,Apex,27502,10/30/2020,Bella Casa,2146,2016,3,2,1,Attached,349990.0,347500.0,10,Yes,2,0-.25 Acres,0.99,2
1421,2280428,CLOSED,2702 Masonboro Ferry Drive,Apex,27502,10/29/2019,Bella Casa,3091,2016,5,4,0,Attached,379900.0,365000.0,20,Yes,2,0-.25 Acres,0.96,2
838,2293811,CLOSED,623 Grand Central Station,Apex,27502,2/28/2020,The Villages of Apex,2187,2020,3,3,1,Attached,302400.0,302400.0,0,Yes,2,0-.25 Acres,1.0,45
662,2239237,CLOSED,2006 Old Chapman Drive,Apex,27502,12/10/2019,Hempstead at Beaver Creek,2034,2019,3,2,1,Attached,305000.0,291470.0,0,Yes,2,0-.25 Acres,0.96,20
5,2181899,CLOSED,327 Port Haven Drive,Apex,27502-4707,5/18/2018,West Haven Townhomes,1320,2007,2,2,1,Attached,175000.0,173000.0,2,,0,0-.25 Acres,0.99,52
4,2280642,CLOSED,306 Port Haven Drive,Apex,27502,10/31/2019,West Haven Townhomes,1056,2007,2,1,1,Attached,169900.0,169900.0,2,Yes,0,0-.25 Acres,1.0,52
679,2237265,CLOSED,1106 Finch Court,Apex,27502,6/24/2019,Peak 502 at Beaver Creek,1887,2019,4,3,1,Attached,295585.0,293000.0,0,,1,0-.25 Acres,0.99,29
624,2293914,CLOSED,1017 Branch Line Lane,Apex,27502,1/31/2020,The Villages of Apex,1786,2019,3,2,1,Attached,289990.0,289900.0,0,Yes,2,0-.25 Acres,1.0,45
791,2199981,CLOSED,2916 Great Lawn Road,Apex,27502,11/30/2018,Smith Farm,2117,2018,3,3,1,Attached,299990.0,299990.0,0,Yes,2,0-.25 Acres,1.0,39
0,2192440,CLOSED,202 Harbor Haven Drive,Apex,27502,6/28/2018,West Haven Townhomes,1058,2007,2,2,1,Attached,169000.0,163000.0,2,Yes,0,0-.25 Acres,0.96,52
153,2169775,CLOSED,302 Nottinghill Walk,Apex,27502-4378,3/7/2018,Haddon Hall,1670,1998,3,2,1,Attached,209000.0,220000.0,4,Yes,0,0-.25 Acres,1.05,17
176,2164666,CLOSED,1424 Salem Creek Drive,Apex,27502,11/7/2018,Salem Creek Townhomes,1587,2018,2,2,2,Attached,222155.0,224215.0,0,Yes,1,0-.25 Acres,1.01,32
536,2291865,CLOSED,1104 Doe Blossom Lane,Apex,27502,6/15/2020,Deer Creek,1736,2020,3,2,1,Attached,279990.0,281465.0,0,Yes,2,0-.25 Acres,1.01,10
1185,2261771,CLOSED,1159 Platform Drive,Apex,27502,11/25/2019,The Villages of Apex,2417,2019,3,3,1,Attached,325985.0,327425.0,0,,2,0-.25 Acres,1.0,45
894,2333118,CLOSED,3213 Retama Run,Apex,27562,9/15/2020,Woodbury,1901,2019,3,2,1,Attached,299000.0,306000.0,19,Yes,2,0-.25 Acres,1.02,55
436,2249896,CLOSED,438 Oak Pine Drive,Apex,27502,8/25/2020,Green at Scotts Mill,1745,2020,3,3,1,Attached,284990.0,272000.0,0,Yes,1,0-.25 Acres,0.95,16
15,2164779,CLOSED,116 Eldon Lane,Apex,27502,1/17/2018,Bradley Terrace,1676,2004,3,2,1,Attached,185000.0,185000.0,1,Yes,0,0-.25 Acres,1.0,4
1267,2190125,CLOSED,572 Chessie Station,Apex,27502,8/23/2018,The Villages of Apex,1742,2018,3,2,1,Attached,334900.0,334900.0,0,Yes,2,0-.25 Acres,1.0,45
1281,2205484,CLOSED,1033 Brownsmith Drive,Apex,27502,10/31/2018,Hempstead at Beaver Creek,2417,2018,3,3,1,Attached,333255.0,335485.0,0,Yes,2,0-.25 Acres,1.01,20
475,2154246,CLOSED,844 New Derby Lane,Apex,27523,1/26/2018,Salem Pointe,1754,2017,3,2,1,Attached,279935.0,275530.0,0,,1,0-.25 Acres,0.98,33
361,2137673,CLOSED,834 New Derby Lane,Apex,27523,2/16/2018,Salem Pointe,1754,2018,3,2,1,Attached,262250.0,262250.0,0,,1,0-.25 Acres,1.0,33
177,2160117,CLOSED,201 Gallent Hedge Trail,Apex,27539,3/2/2018,Miramonte,1980,2006,4,3,1,Attached,229000.0,225000.0,80,Yes,1,0-.25 Acres,0.98,24
217,2342658,CLOSED,117 Heatherwood Drive,Apex,27502,10/9/2020,Heatherwood Townhomes,1291,1989,2,2,0,Attached,226000.0,233000.0,4,Yes,0,0-.25 Acres,1.03,19
450,2289896,CLOSED,3160 Retama Run,Apex,27562,2/20/2020,Woodbury,1818,2020,3,2,1,Attached,273245.0,274355.0,0,Yes,2,0-.25 Acres,1.0,55
1321,2164879,CLOSED,1901 Blue Jay Point,Apex,27502,5/18/2018,Bella Casa,2518,2017,3,3,1,Attached,345900.0,341400.0,0,Yes,2,0-.25 Acres,0.99,2
427,2233294,CLOSED,331 Old Mill Village Drive,Apex,27502,3/20/2019,Old Mill Village,1944,2007,3,2,1,Attached,280000.0,270000.0,15,Yes,3,0-.25 Acres,0.96,26
840,2183809,CLOSED,307 Old Mill Village Drive,Apex,27502,5/31/2018,Old Mill Village,2295,2015,4,3,1,Attached,300000.0,302500.0,3,Yes,2,0-.25 Acres,1.01,26
385,2250919,CLOSED,1534 Haywards Heath Lane,Apex,27502,6/21/2019,Haddon Hall,2261,2005,3,3,0,Attached,270000.0,265000.0,20,Yes,1,0-.25 Acres,0.98,17
1167,2248522,CLOSED,620 Edgewater Ridge Court,Apex,27523,5/21/2019,Edgewater,2668,2015,3,2,2,Attached,325000.0,325000.0,4,Yes,2,0-.25 Acres,1.0,13
925,2299122,CLOSED,1306 Barn Cat Way,Apex,27502,6/5/2020,Smith Farm,2145,2020,4,3,1,Attached,308560.0,308560.0,0,Yes,2,0-.25 Acres,1.0,39
1119,2166714,CLOSED,853 Salem Pointe Place,Apex,27523,9/26/2018,Salem Pointe,2292,2018,4,3,1,Attached,300645.0,322045.0,0,,1,0-.25 Acres,1.07,33
1250,2320204,CLOSED,1484 Salem Creek Drive,Apex,27502,9/29/2020,South Walk,2292,2020,3,2,1,Attached,338900.0,332000.0,0,Yes,2,0-.25 Acres,0.98,40
26,2235438,CLOSED,106 Sanair Court,Apex,27502,2/22/2019,Heatherwood Townhomes,1133,1987,2,2,0,Attached,199000.0,189000.0,6,Yes,0,0-.25 Acres,0.95,19
795,2266028,CLOSED,2704 Masonboro Ferry Drive,Apex,27502,12/17/2019,Parkside at Bella Casa,2656,2016,4,3,1,Attached,311000.0,300000.0,134,Yes,2,0-.25 Acres,0.96,28
1466,2182404,CLOSED,429 Hopwood Way,Apex,27502,9/27/2018,Middleton,2600,2018,4,3,0,Attached,389990.0,385000.0,0,,2,0-.25 Acres,0.99,23
1075,2251180,CLOSED,1153 Platform Drive,Apex,27502,12/11/2019,The Villages of Apex,2417,2019,3,2,1,Attached,319110.0,319610.0,0,,2,0-.25 Acres,1.0,45
1269,2341947,CLOSED,691 Grand Central Station,Apex,27502,10/20/2020,The Villages of Apex,2225,2020,3,3,1,Attached,334900.0,334900.0,0,Yes,2,0-.25 Acres,1.0,45
1061,2135864,CLOSED,1044 Brownsmith Drive,Apex,27502,5/23/2018,Hempstead at Beaver Creek,2084,2017,4,3,1,Attached,318080.0,318080.0,0,Yes,2,0-.25 Acres,1.0,20
808,2229248,CLOSED,1126 Boxcar Way,Apex,27502,3/18/2019,The Villages of Apex,2425,2016,3,3,1,Attached,303500.0,300000.0,41,Yes,2,0-.25 Acres,0.99,45
287,2174810,CLOSED,698 Wickham Ridge Road,Apex,27539,4/27/2018,Pemberley,1750,2014,4,3,0,Attached,255000.0,248000.0,11,Yes,0,0-.25 Acres,0.97,30
1404,2153443,CLOSED,807 Tunisian Drive,Apex,27523,8/23/2018,540 Townes,2510,2017,4,3,1,Attached,359430.0,359430.0,0,,2,0-.25 Acres,1.0,0
589,2249200,CLOSED,418 Sawcut Lane,Apex,27502,7/25/2019,Old Mill Village,1974,2015,3,2,1,Attached,289900.0,287000.0,59,Yes,2,0-.25 Acres,0.99,26
982,2301902,CLOSED,624 Grand Central Station,Apex,27502,6/25/2020,The Villages of Apex,2205,2020,3,3,1,Attached,312400.0,312400.0,0,Yes,2,0-.25 Acres,1.0,45
1162,2166705,CLOSED,852 Salem Pointe Place,Apex,27523,9/25/2018,Salem Pointe,1851,2018,3,2,1,Attached,329990.0,325000.0,0,Yes,2,0-.25 Acres,0.98,33
747,2277241,CLOSED,1108 Platform Drive,Apex,27502,5/22/2020,The Villages of Apex,1985,2020,3,2,1,Attached,300000.0,297650.0,0,Yes,2,0-.25 Acres,0.99,45
604,2119130,CLOSED,2039 Old Chapman Drive,Apex,27502,3/27/2018,Hempstead at Beaver Creek,2084,2017,3,2,1,Attached,288830.0,288830.0,0,,2,0-.25 Acres,1.0,20
180,2247972,CLOSED,110 Forrymast Trail,Apex,27539,5/20/2019,Miramonte Townes,1619,2007,3,2,1,Attached,225000.0,225000.0,3,Yes,1,0-.25 Acres,1.0,25
1026,2277741,CLOSED,2762 Masonboro Ferry Drive,Apex,27502,10/2/2019,Bella Casa,2063,2017,3,2,1,Attached,319000.0,315000.0,2,Yes,2,0-.25 Acres,0.99,2
617,2241471,CLOSED,2002 Old Chapman Drive,Apex,27502,11/27/2019,Hempstead at Beaver Creek,2034,2019,3,2,1,Attached,288770.0,289765.0,0,Yes,2,0-.25 Acres,1.0,20
451,2295559,CLOSED,852 New Derby Lane,Apex,27523,3/5/2020,Salem Pointe,1792,2017,2,2,1,Attached,274800.0,274800.0,16,Yes,1,0-.25 Acres,1.0,33
386,2164669,CLOSED,1422 Salem Creek Drive,Apex,27502,11/14/2018,Salem Creek Townhomes,2033,2018,4,3,1,Attached,261110.0,265068.0,0,Yes,1,0-.25 Acres,1.02,32
123,2259904,CLOSED,140 Sanair Court,Apex,27502,8/15/2019,Heatherwood Townhomes,1290,1988,2,2,0,Attached,209900.0,215000.0,5,,0,0-.25 Acres,1.02,19
433,2319267,CLOSED,241 Grenoch Valley Lane,Apex,27539,7/13/2020,Scots Laurel,2656,2005,3,2,2,Attached,275000.0,272000.0,5,Yes,2,0-.25 Acres,0.99,34
