,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
1178,2203442,CLOSED,2008 Whitesmith Drive,Apex,27502,2/15/2019,Hempstead at Beaver Creek,2417,2019,3,3,1,Attached,326625.0,326511.0,0,Yes,2,0-.25 Acres,1.0,20
722,2327294,CLOSED,927 Ambergate Station,Apex,27502,8/13/2020,The Villages of Apex,1856,2013,3,3,1,Attached,295000.0,295000.0,6,Yes,0,0-.25 Acres,1.0,45
145,2231862,CLOSED,605 Nottinghill Walk,Apex,27502,3/15/2019,Haddon Hall,1648,1998,4,2,1,Attached,220000.0,218500.0,12,Yes,0,0-.25 Acres,0.99,17
129,2233429,CLOSED,124 Altair Circle,Apex,27502-8552,4/18/2019,Heatherwood Townhomes,1456,1991,2,2,1,Attached,209900.0,215500.0,19,Yes,0,0-.25 Acres,1.03,19
1527,2243696,CLOSED,2566 Rambling Creek Road,Apex,27523,4/26/2019,The Preserve at White Oak Creek,3157,2019,4,3,1,Attached,429164.0,429164.0,0,Yes,2,0-.25 Acres,1.0,44
555,2229811,CLOSED,1381 Regents Lane,Apex,27502,7/26/2019,Salem Creek Townhomes,2243,2019,3,3,1,Attached,284000.0,284000.0,0,Yes,1,0-.25 Acres,1.0,32
1430,2230136,CLOSED,557 Metro Station,Apex,27502,4/17/2019,The Villages of Apex,2406,2019,3,2,1,Attached,364610.0,368210.0,0,Yes,2,0-.25 Acres,1.01,45
525,2341403,CLOSED,243 Grenoch Valley Lane,Apex,27539,10/9/2020,Scots Laurel,2535,2005,4,3,1,Attached,275000.0,280500.0,2,Yes,2,0-.25 Acres,1.02,34
997,2331117,CLOSED,131 Mayfield Drive,Apex,27539,10/15/2020,Woodcreek,2625,2014,3,2,1,Attached,324900.0,313500.0,38,Yes,2,0-.25 Acres,0.96,56
663,2241082,CLOSED,1161 Platform Drive,Apex,27502,11/27/2019,The Villages of Apex,1978,2019,3,2,1,Attached,294000.0,291715.0,0,Yes,2,0-.25 Acres,0.99,45
242,2318755,CLOSED,150 Sanair Court,Apex,27502,7/30/2020,Heatherwood Townhomes,1683,1988,3,2,1,Attached,245900.0,242000.0,42,Yes,0,0-.25 Acres,0.98,19
1038,2227591,CLOSED,2901 Great Lawn Road,Apex,27502,3/28/2019,Smith Farm,2308,2018,3,3,1,Attached,325000.0,317000.0,0,Yes,2,0-.25 Acres,0.98,39
521,2202650,CLOSED,1195 Little Gem Lane,Apex,27523,4/26/2019,Sweetwater,1764,2019,3,2,1,Attached,289970.0,280000.0,0,Yes,1,0-.25 Acres,0.97,41
1402,2316897,CLOSED,564 Chessie Station,Apex,27502-1677,8/14/2020,The Villages of Apex,2412,2018,3,2,1,Attached,364900.0,359000.0,66,,2,0-.25 Acres,0.98,45
388,2293029,CLOSED,2067 White Pond Court,Apex,27523,3/16/2020,Walden Townes,1644,2003,3,2,1,Attached,265000.0,266000.0,10,Yes,1,0-.25 Acres,1.0,50
231,2166175,CLOSED,803 Trendy Lane,Apex,27502,2/16/2018,55 James at Midtown,1672,2014,3,2,1,Attached,240000.0,237000.0,5,Yes,1,0-.25 Acres,0.99,1
1324,2200760,CLOSED,2016 Whitesmith Drive,Apex,27502,2/15/2019,Hempstead at Beaver Creek,2417,2019,3,2,1,Attached,339280.0,342370.0,0,Yes,2,0-.25 Acres,1.01,20
396,2171667,CLOSED,304 Castien Cove Place,Apex,27539,5/24/2018,Woodcreek,1856,2018,3,2,1,Attached,274123.0,267500.0,0,Yes,1,0-.25 Acres,0.98,56
994,2254322,CLOSED,2955 Sunflower Road,Apex,27502,9/18/2019,Smith Farm,2304,2019,4,3,1,Attached,313315.0,313315.0,0,Yes,2,0-.25 Acres,1.0,39
156,2190823,CLOSED,301 Knightsborough Way,Apex,27502,6/19/2018,Haddon Hall,1677,1999,3,2,1,Attached,200000.0,220000.0,1,,0,0-.25 Acres,1.1,17
926,2285607,CLOSED,1129 Platform Drive,Apex,27502,6/19/2020,The Villages of Apex,2417,2020,3,2,1,Attached,308827.0,308827.0,0,Yes,1,0-.25 Acres,1.0,45
1095,2262331,CLOSED,131 Willow View Lane,Apex,27539,8/13/2019,Woodcreek,2089,2016,3,2,1,Attached,320000.0,320000.0,0,Yes,2,0-.25 Acres,1.0,56
834,2288908,CLOSED,2927 Great Lawn Road,Apex,27502,2/24/2020,Smith Farm,2145,2020,4,3,1,Attached,302000.0,302000.0,0,Yes,2,0-.25 Acres,1.0,39
962,2339980,CLOSED,965 Ambergate Station,Apex,27502,10/1/2020,The Villages of Apex,2124,2014,3,3,1,Attached,315000.0,310000.0,3,Yes,0,0-.25 Acres,0.98,45
535,2283239,CLOSED,3182 Retama Run,Apex,27562,11/13/2019,Woodbury,1818,2019,3,2,1,Attached,271194.0,281194.0,0,Yes,2,0-.25 Acres,1.04,55
569,2265947,CLOSED,543 Old Mill Village Drive,Apex,27502,8/23/2019,Old Mill Village,2222,2014,3,2,1,Attached,285000.0,285000.0,5,Yes,2,0-.25 Acres,1.0,26
208,2163363,CLOSED,200 High Ramble Lane,Apex,27539-6519,3/30/2018,Miramonte Townes,1927,2008,3,3,1,Attached,228500.0,230000.0,65,Yes,1,0-.25 Acres,1.01,25
1209,2310072,CLOSED,811 Richmont Grove Lane,Apex,27523,6/26/2020,Townes at North Salem,2502,2020,4,3,1,Attached,334990.0,329000.0,0,Yes,2,0-.25 Acres,0.98,48
109,2190875,CLOSED,527 Village Loop Drive,Apex,27502,6/20/2018,Green at Scotts Mill,1458,2005,3,2,1,Attached,215000.0,214000.0,4,Yes,0,0-.25 Acres,1.0,16
922,2193414,CLOSED,312 Great Northern Station,Apex,27502,10/31/2018,The Villages of Apex,2211,2018,3,3,1,Attached,304900.0,308225.0,0,Yes,2,0-.25 Acres,1.01,45
1445,2320834,CLOSED,1639 Wimberly Road,Apex,27523,9/28/2020,Townes at Westford,2465,2020,4,3,1,Attached,373312.0,373312.0,0,Yes,2,0-.25 Acres,1.0,49
191,2283078,CLOSED,118 Tobacco Leaf Lane,Apex,27502,11/14/2019,Seagroves Farm,1441,2007,3,2,1,Attached,229900.0,226000.0,3,Yes,1,0-.25 Acres,0.98,38
528,2272239,CLOSED,1164 Platform Drive,Apex,27502,3/11/2020,The Villages of Apex,1985,2019,3,2,1,Attached,280910.0,280910.0,0,,2,0-.25 Acres,1.0,45
647,2292383,CLOSED,609 Grand Central Station,Apex,27502,2/4/2020,The Villages of Apex,2211,2019,3,3,1,Attached,292900.0,290425.0,0,Yes,2,0-.25 Acres,0.99,45
1192,2321965,CLOSED,2200 Red Knot Lane,Apex,27502,10/28/2020,Peak 502 at Beaver Creek,2242,2020,4,3,1,Attached,329900.0,327900.0,0,Yes,2,0-.25 Acres,0.99,29
955,2157119,CLOSED,711 Sawcut Lane,Apex,27502,11/1/2018,Old Mill Village,1773,2017,3,2,1,Attached,310000.0,310000.0,0,,2,0-.25 Acres,1.0,26
192,2276907,CLOSED,3017 Silky Dogwood Trail,Apex,27502,10/1/2019,Dogwood Ridge,1455,1998,3,2,1,Attached,225000.0,226000.0,2,Yes,0,0-.25 Acres,1.0,12
147,2323481,CLOSED,110 Baberton Drive,Apex,27502,7/17/2020,Bradley Terrace,1522,2003,3,2,1,Attached,217000.0,219000.0,13,Yes,0,0-.25 Acres,1.01,4
1030,2181568,CLOSED,812 Tunisian Drive,Apex,27523,5/14/2018,540 Townes,2208,2018,3,3,1,Attached,315900.0,315900.0,0,Yes,2,0-.25 Acres,1.0,0
1028,2321155,CLOSED,213 Meadow Beauty Drive,Apex,27539,7/22/2020,West Lake,2464,2007,3,2,1,Attached,319000.0,315000.0,7,Yes,2,0-.25 Acres,0.99,53
1103,2237635,CLOSED,1117 Finch Court,Apex,27502,10/31/2019,Peak 502 at Beaver Creek,2242,2019,4,3,1,Attached,316830.0,320120.0,0,Yes,2,0-.25 Acres,1.01,29
137,2266345,CLOSED,460 Heritage Village Lane,Apex,27502,8/16/2019,Green at Scotts Mill,1410,2001,3,2,1,Attached,215000.0,217000.0,0,Yes,1,0-.25 Acres,1.01,16
1283,2315386,CLOSED,133 Willow View Lane,Apex,27539-4186,7/16/2020,Woodcreek,2585,2016,3,2,1,Attached,345000.0,336000.0,36,Yes,2,0-.25 Acres,0.97,56
100,2220207,CLOSED,1049 Mica Lamp Court,Apex,27502,11/20/2018,Scotts Mill at Bungalow Park,1346,2007,2,2,1,Attached,210000.0,211000.0,4,Yes,0,0-.25 Acres,1.0,37
224,2276015,CLOSED,233 Old Grove Lane,Apex,27502-7005,10/7/2019,The Groves,1800,2006,2,2,2,Attached,240000.0,235000.0,8,Yes,0,0-.25 Acres,0.98,42
1039,2199975,CLOSED,2918 Great Lawn Road,Apex,27502,2/22/2019,Smith Farm,2281,2018,4,3,1,Attached,319990.0,317000.0,0,Yes,2,0-.25 Acres,0.99,39
738,2168944,CLOSED,631 Olde Salem Way,Apex,27523,11/30/2018,Salem Pointe,1851,2018,3,2,1,Attached,309990.0,296600.0,0,Yes,2,0-.25 Acres,0.96,33
1535,2220987,CLOSED,2512 Rambling Creek Road,Apex,27523,1/31/2019,The Preserve at White Oak Creek,3157,2018,4,3,1,Attached,439792.0,439277.0,0,Yes,2,0-.25 Acres,1.0,44
807,2166449,CLOSED,2312 Apex Peakway,Apex,27502,9/24/2018,Old Mill Village,2066,2017,4,3,1,Attached,302000.0,300000.0,0,Yes,2,0-.25 Acres,0.99,26
678,2144998,CLOSED,1041 Diamond Dove Lane,Apex,27502,1/30/2018,Peak 502 at Beaver Creek,2031,2017,4,3,1,Attached,292990.0,292990.0,0,Yes,2,0-.25 Acres,1.0,29
446,2259180,CLOSED,1413 Regents Lane,Apex,27502,12/13/2019,Salem Creek Townhomes,2202,2017,3,2,2,Attached,275000.0,273500.0,142,Yes,1,0-.25 Acres,0.99,32
515,2300333,CLOSED,451 Village Commons Lane,Apex,27502,3/12/2020,Green at Scotts Mill,1745,2016,3,3,1,Attached,280000.0,280000.0,6,,1,0-.25 Acres,1.0,16
79,2184295,CLOSED,103 High Ramble Lane,Apex,27539,5/3/2018,Miramonte,1624,2007,3,2,1,Attached,205000.0,207000.0,3,Yes,1,0-.25 Acres,1.01,24
17,2215057,CLOSED,108 Harbor Haven Drive,Apex,27502,11/13/2018,West Haven Townhomes,1165,2003,2,2,1,Attached,179000.0,185000.0,4,Yes,0,0-.25 Acres,1.03,52
89,2328254,CLOSED,120 Licorice Drive,Apex,27502,8/4/2020,Townes At Sugarland,1355,2001,3,2,1,Attached,215000.0,210000.0,3,Yes,0,0-.25 Acres,0.98,46
1304,2230787,CLOSED,918 Dalton Ridge Place,Apex,27523,3/29/2019,Townes at North Salem,2479,2018,4,3,1,Attached,339440.0,339440.0,0,Yes,2,0-.25 Acres,1.0,48
204,2321583,CLOSED,113 Watertree Lane,Apex,27502,7/1/2020,Carriage Downs,1550,2002,3,2,1,Attached,235000.0,229000.0,11,Yes,0,0-.25 Acres,0.97,6
635,2225086,CLOSED,1091 Branch Line Lane,Apex,27502,6/28/2019,The Villages of Apex,1701,2019,3,2,1,Attached,290000.0,290000.0,0,Yes,2,0-.25 Acres,1.0,45
1136,2147741,CLOSED,809 Tunisian Drive,Apex,27523,8/23/2018,540 Townes,2245,2018,4,3,1,Attached,324900.0,323930.0,0,,2,0-.25 Acres,1.0,0
1081,2294725,CLOSED,2248 Red Knot Lane,Apex,27502,5/15/2020,Peak 502 at Beaver Creek,2094,2020,4,3,1,Attached,319990.0,319990.0,0,,2,0-.25 Acres,1.0,29
1278,2195016,CLOSED,2834 Lanasa Lane,Apex,27523,1/14/2019,Sweetwater,2197,2018,3,3,1,Attached,335100.0,335145.0,0,Yes,1,0-.25 Acres,1.0,41
924,2322838,CLOSED,1115 Little Gem Lane,Apex,27523,8/11/2020,Sweetwater,1841,2017,3,2,1,Attached,315000.0,308500.0,36,Yes,1,0-.25 Acres,0.98,41
20,2263863,CLOSED,715 Center Street,Apex,27502,8/15/2019,Center Heights,1069,1997,2,2,0,Attached,190000.0,187000.0,5,Yes,0,0-.25 Acres,0.98,7
794,2211286,CLOSED,1103 Tender Drive,Apex,27502,11/28/2018,The Villages of Apex,1936,2018,3,2,2,Attached,299990.0,299999.0,0,Yes,2,0-.25 Acres,1.0,45
1155,2207744,CLOSED,937 Dalton Ridge Place,Apex,27523,3/27/2019,Townes at North Salem,2502,2018,4,3,1,Attached,329900.0,324900.0,0,Yes,2,0-.25 Acres,0.98,48
798,2223004,CLOSED,2218 Red Knot Lane,Apex,27502,7/31/2019,Peak 502 at Beaver Creek,2031,2019,4,3,1,Attached,308490.0,300000.0,0,Yes,2,0-.25 Acres,0.97,29
1515,2274634,CLOSED,536 Rowanwood Way,Apex,27523,10/30/2019,Middleton,2870,2018,5,4,0,Attached,420000.0,410000.0,20,Yes,2,0-.25 Acres,0.98,23
1360,2332112,CLOSED,1894 Blue Jay Point,Apex,27502,9/15/2020,Bella Casa,2518,2017,3,3,1,Attached,349500.0,349500.0,12,Yes,2,0-.25 Acres,1.0,2
1082,2265192,CLOSED,2234 Red Knot Lane,Apex,27502,2/27/2020,Peak 502 at Beaver Creek,2242,2019,4,3,1,Attached,319990.0,319990.0,0,Yes,2,0-.25 Acres,1.0,29
532,2339397,CLOSED,131 Wirks Worth Circle,Apex,27502,10/30/2020,Haddon Hall,2552,2009,3,3,1,Attached,285000.0,281000.0,14,Yes,1,0-.25 Acres,0.99,17
775,2180777,CLOSED,2537 Sunnybranch Lane,Apex,27523,6/15/2018,The Preserve at White Oak Creek,1856,2018,3,2,1,Attached,299696.0,299696.0,0,Yes,1,0-.25 Acres,1.0,44
1169,2212970,CLOSED,2573 Rambling Creek Road,Apex,27523,12/28/2018,The Preserve at White Oak Creek,2185,2018,3,2,1,Attached,325000.0,325000.0,0,Yes,2,0-.25 Acres,1.0,44
784,2207750,CLOSED,928 Dalton Ridge Place,Apex,27523,3/12/2019,Townes at North Salem,1984,2018,4,3,1,Attached,304230.0,299900.0,0,Yes,2,0-.25 Acres,0.99,48
846,2239107,CLOSED,2929 Sunflower Road,Apex,27502,5/17/2019,Smith Farm,2116,2019,3,3,1,Attached,304900.0,303000.0,0,Yes,2,0-.25 Acres,0.99,39
1191,2296610,CLOSED,1121 Platform Drive,Apex,27502,7/10/2020,The Villages of Apex,2400,2020,3,3,1,Attached,323000.0,327680.0,0,Yes,2,0-.25 Acres,1.01,45
54,2175996,CLOSED,103 Fargale Lane,Apex,27539,4/16/2018,Miramonte Townes,1579,2007,2,2,1,Attached,200000.0,200000.0,2,Yes,1,0-.25 Acres,1.0,25
1089,2315824,CLOSED,2722 Masonboro Ferry Drive,Apex,27502-3683,6/22/2020,Bella Casa,1987,2016,3,2,1,Attached,319900.0,320000.0,3,Yes,2,0-.25 Acres,1.0,2
975,2209043,CLOSED,901 Shoofly Path,Apex,27502,9/17/2018,The Villages of Apex,2077,2015,3,2,2,Attached,315000.0,311000.0,11,Yes,2,0-.25 Acres,0.99,45
1529,2203823,CLOSED,1313 Littlehills Drive,Apex,27523,12/27/2018,Middleton,3074,2018,4,4,0,Attached,425000.0,430403.0,0,,2,0-.25 Acres,1.01,23
1537,2241241,CLOSED,2562 Rambling Creek Road,Apex,27523,4/25/2019,The Preserve at White Oak Creek,3157,2019,4,3,1,Attached,443585.0,443585.0,0,Yes,2,0-.25 Acres,1.0,44
927,2305270,CLOSED,3149 Retama Run,Apex,27562,5/28/2020,Woodbury,1861,2020,3,2,1,Attached,309900.0,308900.0,0,Yes,2,0-.25 Acres,1.0,55
943,2316035,CLOSED,2255 Red Knot Lane,Apex,27502,9/25/2020,Peak 502 at Beaver Creek,2109,2020,4,3,1,Attached,309900.0,309900.0,0,Yes,2,0-.25 Acres,1.0,29
407,2250917,CLOSED,120 Writing Rock Place,Apex,27539,6/26/2019,Woodcreek,1820,2017,3,2,1,Attached,269000.0,269000.0,1,Yes,1,0-.25 Acres,1.0,56
113,2189982,CLOSED,529 Village Loop Drive,Apex,27502,6/18/2018,Green at Scotts Mill,1406,2005,3,2,1,Attached,219900.0,215000.0,16,Yes,0,0-.25 Acres,0.98,16
66,2215544,CLOSED,744 Wickham Ridge Road,Apex,27539,11/6/2018,Pemberley,1400,2012,2,2,1,Attached,205000.0,205000.0,8,Yes,0,0-.25 Acres,1.0,30
518,2329891,CLOSED,848 Queen City Crescent,Apex,27523,8/21/2020,CitiSide at Beaver Creek,2063,2007,4,2,1,Attached,275000.0,280000.0,10,Yes,1,0-.25 Acres,1.02,9
612,2264600,CLOSED,2926 Great Lawn Road,Apex,27502,1/8/2020,Smith Farm,2145,2019,4,3,1,Attached,289435.0,289000.0,0,Yes,2,0-.25 Acres,1.0,39
1115,2303020,CLOSED,1028 Waymaker Court,Apex,27502,4/7/2020,Hempstead at Beaver Creek,2494,2017,3,2,1,Attached,325000.0,321700.0,11,,2,0-.25 Acres,0.99,20
1489,2256781,CLOSED,511 Rowanwood Way,Apex,27523,11/20/2019,Middleton,2868,2017,5,4,0,Attached,399900.0,395000.0,129,Yes,2,0-.25 Acres,0.99,23
36,2174439,CLOSED,1005 Bungalow Park Drive,Apex,27502,3/27/2018,Scotts Mill at Bungalow Park,1363,2006,2,2,1,Attached,191000.0,193000.0,2,Yes,0,0-.25 Acres,1.01,37
1273,2309520,CLOSED,1411 Herb Garden Way,Apex,27502,5/20/2020,Smith Farm,2403,2020,4,3,1,Attached,339815.0,335000.0,0,Yes,2,0-.25 Acres,0.99,39
691,2197120,CLOSED,2239 Chattering Lory Lane,Apex,27502,9/21/2018,Peak 502 at Beaver Creek,2046,2018,4,3,1,Attached,301990.0,294000.0,0,Yes,2,0-.25 Acres,0.97,29
8,2175902,CLOSED,117 Shelter Haven Drive,Apex,27502,4/6/2018,West Haven Townhomes,1323,2007,3,2,1,Attached,174900.0,176000.0,1,Yes,0,0-.25 Acres,1.01,52
984,2322668,CLOSED,630 Grand Central Station,Apex,27502,8/10/2020,The Villages of Apex,2193,2020,3,3,1,Attached,312400.0,312400.0,0,Yes,2,0-.25 Acres,1.0,45
1256,2293807,CLOSED,631 Metro Station,Apex,27502,4/27/2020,The Villages of Apex,2397,2020,3,2,1,Attached,334900.0,332000.0,0,Yes,2,0-.25 Acres,0.99,45
1259,2269723,CLOSED,2878 Dallas Valley Lane,Apex,27502,12/30/2019,Townes at Friendship Station,2261,2019,3,3,1,Attached,329500.0,332680.0,0,Yes,2,0-.25 Acres,1.01,47
1031,2250681,CLOSED,2012 Whitesmith Drive,Apex,27502,5/24/2019,Hempstead at Beaver Creek,2417,2019,3,3,1,Attached,314990.0,315990.0,0,,2,0-.25 Acres,1.0,20
149,2342606,CLOSED,218 Harbor Haven Drive,Apex,27502-4602,10/16/2020,West Haven Townhomes,1410,2007,3,2,1,Attached,229900.0,220000.0,9,Yes,0,0-.25 Acres,0.96,52
1314,2294605,CLOSED,1011 Lathrop Lane,Apex,27523,6/29/2020,Townes at North Salem,2502,2020,4,3,1,Attached,340000.0,340000.0,0,Yes,2,0-.25 Acres,1.0,48
1003,2237724,CLOSED,1108 Finch Court,Apex,27502,6/28/2019,Peak 502 at Beaver Creek,2031,2019,4,3,1,Attached,314205.0,314205.0,0,,2,0-.25 Acres,1.0,29
438,2195406,CLOSED,403 Old Mill Village Drive,Apex,27502,7/16/2018,Old Mill Village,2100,2007,3,3,0,Attached,274900.0,272500.0,1,Yes,2,0-.25 Acres,0.99,26
185,2283207,CLOSED,1011 Bungalow Park Drive,Apex,27502,11/5/2019,Scotts Mill at Bungalow Park,1385,2006,2,2,1,Attached,223500.0,225000.0,4,Yes,0,0-.25 Acres,1.01,37
686,2205102,CLOSED,410 Sawcut Lane,Apex,27502,10/12/2018,Old Mill Village,2272,2015,3,2,1,Attached,299000.0,293000.0,19,Yes,2,0-.25 Acres,0.98,26
1311,2246152,CLOSED,133 Willow View Lane,Apex,27539-4186,5/7/2019,Woodcreek,2585,2016,3,2,1,Attached,345000.0,340000.0,8,Yes,2,0-.25 Acres,0.99,56
1007,2188646,CLOSED,579 Chessie Station,Apex,27502,5/1/2018,The Villages of Apex,1742,2018,3,2,1,Attached,319900.0,314900.0,0,,2,0-.25 Acres,0.98,45
1230,2327218,CLOSED,1007 Lathrop Lane,Apex,27523,7/30/2020,Townes at North Salem,2479,2020,4,3,1,Attached,330000.0,330000.0,0,Yes,2,0-.25 Acres,1.0,48
1238,2321248,CLOSED,223 Meadow Beauty Drive,Apex,27539,6/30/2020,West Lake,2252,2007,3,3,0,Attached,323500.0,330000.0,9,Yes,2,0-.25 Acres,1.02,53
983,2311124,CLOSED,622 Grand Central Station,Apex,27502,7/21/2020,The Villages of Apex,2193,2020,3,3,1,Attached,312400.0,312400.0,0,Yes,2,0-.25 Acres,1.0,45
210,2163132,CLOSED,123 Havelock Court,Apex,27539,2/28/2018,Scots Laurel,2424,2006,3,2,2,Attached,249000.0,230000.0,60,,2,0-.25 Acres,0.92,34
1505,2221691,CLOSED,2504 Rambling Creek Road,Apex,27523,2/14/2019,The Preserve at White Oak Creek,3157,2018,4,3,1,Attached,399883.0,405000.0,0,Yes,2,0-.25 Acres,1.01,44
813,2178063,CLOSED,2802 Lanasa Lane,Apex,27523,10/31/2018,Sweetwater,1785,2018,3,2,1,Attached,300480.0,300460.0,0,Yes,1,0-.25 Acres,1.0,41
131,2309375,CLOSED,1204 Scotts Ridge Trail,Apex,27502,4/30/2020,Scotts Mill at Bungalow Park,1347,2000,2,2,1,Attached,215000.0,216000.0,4,Yes,0,0-.25 Acres,1.0,37
273,2206102,CLOSED,359 Anterbury Drive,Apex,27502,9/26/2018,Bradley Terrace,2154,2015,3,3,1,Attached,250000.0,247000.0,8,Yes,0,0-.25 Acres,0.99,4
1494,2174117,CLOSED,418 Hopwood Way,Apex,27502,8/31/2018,Middleton,2600,2018,4,3,0,Attached,397550.0,399383.0,0,,2,0-.25 Acres,1.0,23
159,2232237,CLOSED,209 Old Grove Lane,Apex,27502,3/13/2019,The Groves,1505,2006,3,2,1,Attached,219500.0,220500.0,4,Yes,0,0-.25 Acres,1.0,42
277,2189069,CLOSED,728 Wickham Ridge,Apex,27539,10/5/2018,Pemberley,1745,2013,4,3,0,Attached,246900.0,247000.0,122,Yes,0,0-.25 Acres,1.0,30
1091,2160137,CLOSED,545 Metro Station,Apex,27502,4/6/2018,The Villages of Apex,2688,2017,4,3,1,Attached,321900.0,320000.0,0,Yes,2,0-.25 Acres,0.99,45
764,2160891,CLOSED,845 Salem Pointe Place,Apex,27523,7/26/2018,Salem Pointe,2197,2018,3,2,1,Attached,298738.0,298738.0,0,,1,0-.25 Acres,1.0,33
1204,2282991,CLOSED,2869 Dallas Valley Lane,Apex,27502,5/28/2020,Townes at Friendship Station,2261,2019,4,3,1,Attached,329000.0,329000.0,0,Yes,2,0-.25 Acres,1.0,47
336,2266431,CLOSED,901 Arbor Valley Lane,Apex,27502,10/10/2019,Glen Arbor,2089,2003,3,2,1,Attached,259500.0,257500.0,53,Yes,1,0-.25 Acres,0.99,14
557,2173049,CLOSED,1169 Little Gem Lane,Apex,27523,8/29/2018,Sweetwater,1687,2018,3,2,1,Attached,284450.0,284450.0,0,Yes,1,0-.25 Acres,1.0,41
677,2281006,CLOSED,3194 Retama Run,Apex,27562,9/25/2019,Woodbury,1861,2019,3,2,1,Attached,292955.0,292955.0,0,Yes,2,0-.25 Acres,1.0,55
1271,2232871,CLOSED,1087 Branch Line Lane,Apex,27502,6/27/2019,The Villages of Apex,2280,2019,3,3,1,Attached,335000.0,335000.0,0,Yes,2,0-.25 Acres,1.0,45
708,2310085,CLOSED,1010 Lathrop Lane,Apex,27523,8/31/2020,Townes at North Salem,1984,2020,3,3,1,Attached,299990.0,295000.0,0,Yes,2,0-.25 Acres,0.98,48
311,2270363,CLOSED,108 Knightsborough Way,Apex,27502,9/10/2019,Haddon Hall,1716,1998,3,3,0,Attached,249900.0,253000.0,7,Yes,0,0-.25 Acres,1.01,17
432,2205919,CLOSED,896 Queen City Crescent,Apex,27523,9/26/2018,CitiSide at Beaver Creek,2632,2011,3,2,2,Attached,278000.0,272000.0,23,Yes,2,0-.25 Acres,0.98,9
68,2192553,CLOSED,1108 Bungalow Park Drive,Apex,27502,6/20/2018,Scotts Mill at Bungalow Park,1376,2006,2,2,1,Attached,198900.0,205000.0,1,Yes,0,0-.25 Acres,1.03,37
1368,2255878,CLOSED,913 Dalton Ridge Place,Apex,27523,11/1/2019,Townes at North Salem,2479,2019,3,2,1,Attached,359900.0,350000.0,0,Yes,2,0-.25 Acres,0.97,48
592,2130823,CLOSED,1442 Salem Creek Drive,Apex,27502,2/28/2018,Salem Creek Townhomes,2292,2017,4,3,1,Attached,292905.0,287135.0,0,Yes,1,0-.25 Acres,0.98,32
30,2167339,CLOSED,158 Forthview Way,Apex,27502-4702,2/2/2018,Bradley Terrace,1555,2005,3,2,1,Attached,182500.0,190000.0,4,Yes,0,0-.25 Acres,1.04,4
854,2215830,CLOSED,801 Ambergate Station,Apex,27502,3/21/2019,The Villages of Apex,2472,2014,4,3,1,Attached,309990.0,303500.0,158,Yes,2,0-.25 Acres,0.98,45
309,2248418,CLOSED,2433 Baslow Drive,Apex,27539,6/5/2019,Pemberley,1722,2013,3,2,1,Attached,260000.0,253000.0,16,Yes,1,0-.25 Acres,0.97,30
1244,2210601,CLOSED,1116 Finch Court,Apex,27502,7/8/2019,Peak 502 at Beaver Creek,2173,2019,4,3,1,Attached,332029.0,331014.0,0,Yes,2,0-.25 Acres,1.0,29
1022,2337684,CLOSED,123 Mayfield Drive,Apex,27539,9/21/2020,Woodcreek,2369,2014,3,2,1,Attached,319995.0,315000.0,8,Yes,2,0-.25 Acres,0.98,56
1198,2326922,CLOSED,1107 Doe Blossom Lane,Apex,27502,6/30/2020,Deer Creek,2165,2019,3,2,1,Attached,328065.0,328065.0,0,Yes,2,0-.25 Acres,1.0,10
783,2236293,CLOSED,564 Metro Station,Apex,27502,7/26/2019,The Villages of Apex,1742,2019,3,2,1,Attached,299900.0,299900.0,0,Yes,2,0-.25 Acres,1.0,45
327,2319660,CLOSED,1110 Silky Dogwood Trail,Apex,27502,8/3/2020,Dogwood Ridge,1582,1999,3,2,1,Attached,270000.0,255000.0,23,Yes,1,0-.25 Acres,0.94,12
59,2194926,CLOSED,219 Presenteer Trail,Apex,27539-6527,6/29/2018,Miramonte,1584,2008,2,2,1,Attached,200000.0,200500.0,4,Yes,1,0-.25 Acres,1.0,24
703,2108927,CLOSED,1436 Salem Creek Drive,Apex,27502,1/22/2018,Salem Creek Townhomes,2292,2017,3,2,2,Attached,299990.0,295000.0,0,Yes,1,0-.25 Acres,0.98,32
1245,2320203,CLOSED,1486 Salem Creek Drive,Apex,27502,9/16/2020,South Walk,2161,2020,3,2,1,Attached,326000.0,331345.0,0,Yes,2,0-.25 Acres,1.02,40
462,2272555,CLOSED,111 Grindstone Drive,Apex,27502,10/10/2019,Old Mill Village,2235,2007,4,2,1,Attached,275000.0,275000.0,28,Yes,2,0-.25 Acres,1.0,26
477,2193317,CLOSED,2024 Old Chapman Drive,Apex,27502,6/28/2019,Hempstead at Beaver Creek,1765,2019,3,2,1,Attached,276000.0,276000.0,0,Yes,2,0-.25 Acres,1.0,20
51,2188333,CLOSED,304 Anterbury Drive,Apex,27502,6/22/2018,Bradley Terrace,1650,2006,2,2,1,Attached,199900.0,199900.0,24,Yes,1,0-.25 Acres,1.0,4
78,2190392,CLOSED,703 Knightsborough Way,Apex,27502,7/10/2018,Haddon Hall,1591,1999,2,2,1,Attached,212000.0,207000.0,12,Yes,0,0-.25 Acres,0.98,17
