MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
2243688,CLOSED,2512 Whistling Quail Run,Apex,27502,5/24/2019,Whistling Quail Run,2506,1989,3,2,1,Detached,400000.0,400000.0,4,No,2,1-2.9 Acres,1.0,258
2311620,CLOSED,113 Curley Maple Court,Apex,27502,6/5/2020,Scotts Mill,2667,1999,4,2,1,Detached,420000.0,420000.0,4,Yes,2,0-.25 Acres,1.0,196
2259636,CLOSED,817 Shackleton Road,Apex,27502,7/31/2019,Perry Farms,1594,1999,3,2,0,Detached,262500.0,272500.0,5,,0,.26-.5 Acres,1.04,170
2272211,CLOSED,3332 Langston Circle,Apex,27539-6800,10/8/2019,Langston,2548,1999,3,2,1,Detached,385000.0,381000.0,9,,2,.76-.99 Acres,0.99,132
2213916,CLOSED,404 Echo Park Place,Apex,27523,6/28/2019,Woodhall,1865,2019,3,2,0,Detached,428358.0,408000.0,0,Yes,2,.26-.5 Acres,0.95,271
2255979,CLOSED,200 Windy Creek Lane,Apex,27502-5283,7/26/2019,Creekside Commons,1701,2009,3,2,1,Detached,282000.0,282000.0,37,Yes,2,0-.25 Acres,1.0,50
2309925,CLOSED,3260 Bellamy Ridge Drive,Apex,27523,9/30/2020,Lake Castleberry,4369,2020,5,4,1,Detached,750000.0,756600.0,0,Yes,3,.26-.5 Acres,1.01,129
2290019,CLOSED,5236 Greymoss Lane,Apex,27539,2/27/2020,The Park At West Lake,2104,2009,3,2,1,Detached,340000.0,340000.0,18,Yes,2,0-.25 Acres,1.0,230
2313621,CLOSED,419 Second Street,Apex,27502-2045,7/27/2020,Not in a Subdivision,610,1962,2,1,0,Detached,125000.0,145282.0,52,,0,.26-.5 Acres,1.16,153
2297208,CLOSED,100 Dawning Creek Drive,Apex,27539,4/3/2020,Woodcreek,3125,2016,5,4,0,Detached,539000.0,530000.0,37,Yes,2,.26-.5 Acres,0.98,270
2247495,CLOSED,7030 Eastridge Drive,Apex,27539,8/6/2019,Lynnhaven,2771,1985,3,3,1,Detached,415000.0,425000.0,32,No,2,3-5.9 Acres,1.02,139
2281120,CLOSED,909 Cambridge Hall Loop,Apex,27539,12/4/2019,Churchill Estates,4180,2014,6,4,0,Detached,689000.0,665000.0,26,,3,.26-.5 Acres,0.97,42
2264841,CLOSED,1469 Rowboat Road,Apex,27501,10/25/2019,Smith Farm,3420,2019,5,4,0,Detached,514990.0,510000.0,0,Yes,2,0-.25 Acres,0.99,203
2189554,CLOSED,241 Fishburn Drive,Apex,27523,2/1/2019,Crestmont,3453,2018,5,4,0,Detached,499600.0,499600.0,0,Yes,2,0-.25 Acres,1.0,51
2320612,CLOSED,1009 Dual Parks Road,Apex,27502,7/2/2020,Bradley Park,1464,2004,3,2,1,Detached,240000.0,245000.0,4,Yes,0,0-.25 Acres,1.02,17
2256122,CLOSED,2645 Jazzy Street,Apex,27562,8/28/2019,Woodbury,3044,2019,4,3,0,Detached,435900.0,429900.0,0,Yes,2,0-.25 Acres,0.99,269
2259962,CLOSED,1109 Kissena Lane,Apex,27502,7/15/2019,Perry Farms,2135,1999,4,2,1,Detached,298900.0,292500.0,7,No,2,0-.25 Acres,0.98,170
2240300,CLOSED,116 Batsonwood Place,Apex,27540,7/31/2019,Woodcreek,3644,2019,5,4,1,Detached,547509.0,539500.0,0,Yes,2,1-2.9 Acres,0.99,270
2268445,CLOSED,708 Aladdin Circle,Apex,27502,12/19/2019,Perry Village,1250,1994,3,2,0,Detached,234900.0,228000.0,110,No,0,0-.25 Acres,0.97,172
2304732,CLOSED,8421 Piney Branch Drive,Apex,27539,4/30/2020,The Park At West Lake,3765,2004,5,3,0,Detached,450000.0,440000.0,34,Yes,2,.26-.5 Acres,0.98,230
2280965,CLOSED,1013 St Cloud Loop,Apex,27523,3/23/2020,Woodhall,3134,2020,3,3,0,Detached,534032.0,534032.0,0,Yes,2,.26-.5 Acres,1.0,271
2266921,CLOSED,100 Windy Creek Lane,Apex,27502,8/26/2019,Creekside Commons,1713,2009,3,2,1,Detached,288900.0,280000.0,8,Yes,2,0-.25 Acres,0.97,50
2314711,CLOSED,2916 Meadowview Drive,Apex,27539-9752,6/1/2020,Lynnhaven,2837,1985,3,2,1,Detached,435000.0,445000.0,5,,2,1-2.9 Acres,1.02,139
2285916,CLOSED,208 Wildspring Court,Apex,27539,2/14/2020,Colvin Park,2895,2016,5,4,0,Detached,408000.0,398000.0,74,Yes,2,0-.25 Acres,0.98,45
2321244,CLOSED,137 Ironcreek Place,Apex,27539,7/16/2020,Woodcreek,4056,2014,6,5,0,Detached,569000.0,570000.0,5,Yes,2,.26-.5 Acres,1.0,270
2204334,CLOSED,3005 Shopton Drive,Apex,27502-4487,8/29/2018,Woodridge,1713,2000,3,2,1,Detached,299900.0,305000.0,3,Yes,2,.26-.5 Acres,1.02,272
2226966,CLOSED,3069 Portland Avenue,Apex,27502,4/30/2019,Saddlebrook,4000,2018,5,4,1,Detached,708715.0,708715.0,0,Yes,3,.51-.75 Acres,1.0,185
2249152,CLOSED,2526 Snowdrop Court,Apex,27502,6/14/2019,Covington,3002,2015,3,2,1,Detached,450000.0,431860.0,16,Yes,2,0-.25 Acres,0.96,46
2232403,CLOSED,500 Vatersay Drive,Apex,27502-9073,3/14/2019,Cameron Park,2413,2001,3,2,1,Detached,379000.0,386000.0,10,Yes,2,0-.25 Acres,1.02,31
2314398,CLOSED,2922 Thirlestane Drive,Apex,27502,7/24/2020,Buckhorn Preserve,2688,2020,4,4,0,Detached,399990.0,397000.0,0,Yes,2,0-.25 Acres,0.99,27
2266132,CLOSED,109 Vatersay Drive,Apex,27502-9037,8/21/2019,Cameron Park,2030,1999,4,2,1,Detached,359900.0,355000.0,4,Yes,2,0-.25 Acres,0.99,31
2310927,CLOSED,2848 Angelica Rose Way,Apex,27502,4/16/2020,Linden,3197,2019,4,3,1,Detached,508442.0,508442.0,0,Yes,2,0-.25 Acres,1.0,137
2255608,CLOSED,100 Menteith Court,Apex,27502,6/20/2019,Cameron Park,2376,2001,4,2,1,Detached,359000.0,362000.0,3,Yes,2,.26-.5 Acres,1.01,31
2340953,CLOSED,1709 Walden Meadow Drive,Apex,27523,10/6/2020,Walden Creek,2290,1997,4,2,1,Detached,416000.0,428000.0,2,Yes,2,.26-.5 Acres,1.03,244
2198327,CLOSED,3825 Hickory Manor Drive,Apex,27539,10/19/2018,Blaney Farms,4368,2017,5,4,0,Detached,529900.0,515000.0,0,Yes,3,1-2.9 Acres,0.97,16
2204867,CLOSED,2250 Gregor Overlook Lane,Apex,27502,11/19/2018,McKenzie Ridge,2588,2018,4,3,0,Detached,395058.0,387100.0,0,Yes,2,0-.25 Acres,0.98,143
2342323,CLOSED,5011 Sunny Creek Lane,Apex,27502,10/8/2020,Creekside Commons,1656,2007,3,2,1,Detached,299900.0,290000.0,14,Yes,2,0-.25 Acres,0.97,50
2276768,CLOSED,401 Bertram Valley Road,Apex,27523,4/6/2020,Providence at Yates Pond,3262,2020,3,3,1,Detached,696645.0,696645.0,0,Yes,3,.26-.5 Acres,1.0,176
2190855,CLOSED,3017 Sainsbury Way,Apex,27502,6/15/2018,Saddlebrook,3520,2017,4,4,1,Detached,528184.0,528184.0,0,Yes,2,0-.25 Acres,1.0,185
2273366,CLOSED,224 Newbury Park Way,Apex,27539,10/31/2019,Newbury Park,2540,2005,3,3,1,Detached,355000.0,355000.0,2,Yes,2,.26-.5 Acres,1.0,152
2336351,CLOSED,3721 Apple Grove Drive,Apex,27539,9/17/2020,Senter Farm,3574,2020,4,4,0,Detached,547459.0,547459.0,0,Yes,3,.51-.75 Acres,1.0,199
2300780,CLOSED,3344 Willow Green Drive,Apex,27502,6/23/2020,Stillwater,3353,2020,5,4,0,Detached,539990.0,525000.0,0,Yes,2,0-.25 Acres,0.97,210
2225336,CLOSED,7109 Hinman Lane,Apex,27539,3/4/2019,The Park At West Lake,2555,2013,3,2,1,Detached,364900.0,367000.0,86,,2,0-.25 Acres,1.01,230
2184562,CLOSED,517 Canterwood Drive,Apex,27539,5/21/2018,Woodcreek,3759,2016,5,5,0,Detached,525000.0,525000.0,14,Yes,2,.26-.5 Acres,1.0,270
2333964,CLOSED,8961 Willow Trace Court,Apex,27539,9/25/2020,Oak Chase,2824,2018,4,2,1,Detached,415000.0,400000.0,7,No,2,0-.25 Acres,0.96,154
2159652,CLOSED,2317 Redbridge Lane,Apex,27502,4/20/2018,Chelsea Run,2417,2017,4,3,0,Detached,438799.0,438799.0,0,Yes,2,0-.25 Acres,1.0,41
2234747,CLOSED,305 Harmony Creek Place,Apex,27539,6/28/2019,Woodcreek,3550,2019,5,3,0,Detached,492351.0,492351.0,0,Yes,3,.26-.5 Acres,1.0,270
2254054,CLOSED,2631 Brighton Bluff Drive,Apex,27539,7/12/2019,Brighton Forest,2998,2012,4,3,1,Detached,447000.0,440000.0,23,Yes,2,.26-.5 Acres,0.98,21
2168909,CLOSED,2111 Templeton Gap Drive,Apex,27523,2/28/2018,Charleston Village,2909,2003,4,3,0,Detached,400000.0,402000.0,5,Yes,2,0-.25 Acres,1.01,40
2268012,CLOSED,712 Averroe Drive,Apex,27502,8/30/2019,Greenbrier,2206,2000,4,2,1,Detached,314900.0,305000.0,7,Yes,2,0-.25 Acres,0.97,85
2318291,CLOSED,1787 Hammocks Beach Trail,Apex,27502,7/1/2020,Parkside at Bella Casa,2317,2016,3,2,1,Detached,390000.0,400000.0,5,,2,0-.25 Acres,1.03,164
2173236,CLOSED,307 Piney Woods Lane,Apex,27502,6/1/2018,Hollands Crossing,1957,1999,3,2,1,Detached,275000.0,272000.0,24,Yes,2,0-.25 Acres,0.99,108
2222049,CLOSED,2808 Treeswing Court,Apex,27502,5/31/2019,Smith Farm,2836,2019,5,3,0,Detached,497950.0,495000.0,0,Yes,2,0-.25 Acres,0.99,203
2280572,CLOSED,1355 Brown Velvet Lane,Apex,27523,6/30/2020,Sweetwater,2084,2020,3,2,2,Detached,344010.0,334010.0,0,Yes,1,0-.25 Acres,0.97,227
2279469,CLOSED,2313 Eagles Watch Court,Apex,27502,11/19/2019,Waterford Green,2095,1995,4,2,1,Detached,349950.0,337500.0,34,Yes,2,0-.25 Acres,0.96,247
2239170,CLOSED,3720 Knollcreek Drive,Apex,27539,6/20/2019,Jamison Park,3584,2005,4,3,1,Detached,610000.0,595000.0,28,Yes,3,.51-.75 Acres,0.98,118
2211025,CLOSED,1444 Tinos Overlook Way,Apex,27502,9/27/2018,Arcadia West,2546,2018,5,3,0,Detached,409000.0,409000.0,0,Yes,2,0-.25 Acres,1.0,5
2215692,CLOSED,1021 Sunset Meadows Drive,Apex,27523,11/30/2018,Caitlin Pond,5535,2004,4,4,1,Detached,768000.0,732500.0,21,No,3,1-2.9 Acres,0.95,29
2266689,CLOSED,1017 Chelsea Run Lane,Apex,27502,2/18/2020,Chelsea Run,2905,2020,5,3,0,Detached,440000.0,429000.0,0,Yes,2,0-.25 Acres,0.98,41
2275184,CLOSED,303 Village Loop Drive,Apex,27502,11/6/2019,Green at Scotts Mill,2057,2001,4,2,1,Detached,335000.0,330500.0,44,Yes,1,.26-.5 Acres,0.99,83
2192503,CLOSED,5304 Moneta Lane,Apex,27539,7/13/2018,The Park At West Lake,3544,2012,5,4,0,Detached,405000.0,405000.0,5,Yes,2,0-.25 Acres,1.0,230
2290097,CLOSED,111 Hasbrouck Drive,Apex,27523,2/26/2020,Montclair,4258,1999,4,3,1,Detached,525000.0,500000.0,56,Yes,2,.51-.75 Acres,0.95,149
2340520,CLOSED,1167 Alsace Drive,Apex,27502,10/6/2020,Olive Chapel Park,2837,2013,5,3,0,Detached,415000.0,415000.0,5,Yes,2,0-.25 Acres,1.0,160
2189244,CLOSED,9000 Oak Branch Drive,Apex,27539,8/6/2018,Oak Chase,2512,1998,3,3,1,Detached,345000.0,330000.0,50,Yes,1,0-.25 Acres,0.96,154
2261000,CLOSED,103 Tyne River Court,Apex,27539,9/26/2019,Churchill Estates,3635,2011,5,4,0,Detached,530000.0,530000.0,55,Yes,3,.26-.5 Acres,1.0,42
2262023,CLOSED,3701 Johnson Pond Road,Apex,27539,8/9/2019,Not in a Subdivision,4002,2015,3,3,1,Detached,625000.0,613000.0,15,,2,1-2.9 Acres,0.98,153
2161801,CLOSED,1204 TOWN SIDE Drive,Apex,27502,3/29/2018,Scotts Mill,1894,2004,3,2,1,Detached,259900.0,254500.0,85,Yes,0,0-.25 Acres,0.98,196
2295751,CLOSED,1412 Tinos Overlook Way,Apex,27502,6/25/2020,Arcadia West,3292,2020,6,5,0,Detached,469990.0,457500.0,0,Yes,2,0-.25 Acres,0.97,5
2190574,CLOSED,112 Coppercoin Court,Apex,27502,6/25/2018,Seagroves Farm,2823,2007,4,3,1,Detached,430000.0,430000.0,9,Yes,2,0-.25 Acres,1.0,197
2338398,CLOSED,3003 Moretz Court,Apex,27502-4490,10/5/2020,Woodridge,2561,1999,4,2,1,Detached,384900.0,375000.0,13,Yes,2,.26-.5 Acres,0.97,272
2191391,CLOSED,2617 Jazzy Street,Apex,27523,12/20/2018,Woodbury,3648,2018,5,4,1,Detached,499900.0,490000.0,0,Yes,2,0-.25 Acres,0.98,269
2301448,CLOSED,778 Orange Oak Lane,Apex,27523,10/8/2020,Oak Pointe,3243,2020,5,4,0,Detached,508000.0,508000.0,0,Yes,2,0-.25 Acres,1.0,155
2293723,CLOSED,1716 Aberdour Drive,Apex,27502,2/28/2020,Buckhorn Preserve,4233,2019,6,5,0,Detached,625000.0,610000.0,0,Yes,2,0-.25 Acres,0.98,27
2225025,CLOSED,572 Duggins Point,Apex,27523,12/21/2018,Greenmoor,3048,2019,5,4,0,Detached,469900.0,466000.0,0,Yes,2,0-.25 Acres,0.99,86
2241390,CLOSED,1424 Padstone Drive,Apex,27502-6523,10/21/2019,Salem Village,2586,2015,3,2,1,Detached,385000.0,380000.0,178,Yes,2,0-.25 Acres,0.99,187
2214313,CLOSED,1219 Kelder Lane,Apex,27523,2/22/2019,Middleton,4759,2018,5,4,1,Detached,675000.0,677023.0,0,Yes,3,.26-.5 Acres,1.0,146
2218398,CLOSED,1376 Brown Velvet Lane,Apex,27523,10/10/2018,Sweetwater,3220,2018,4,3,1,Detached,487740.0,487740.0,0,Yes,2,0-.25 Acres,1.0,227
2232088,CLOSED,309 Brook Pine Trail,Apex,27523,5/17/2019,Greenmoor,2632,2019,4,3,0,Detached,404900.0,400000.0,0,Yes,2,0-.25 Acres,0.99,86
2236600,CLOSED,201 Rushing Wind Way,Apex,27502,4/3/2019,Scotts Mill,1871,2001,3,2,1,Detached,335000.0,344000.0,2,Yes,2,0-.25 Acres,1.03,196
2219897,CLOSED,3021 Sawyers Mill Drive,Apex,27539,12/3/2018,Sawyers Mill,2208,2004,4,2,1,Detached,289000.0,283000.0,12,Yes,2,0-.25 Acres,0.98,193
2292218,CLOSED,3708 Apple Grove Drive,Apex,27539,5/15/2020,Senter Farm,4263,2019,4,5,0,Detached,643579.0,643579.0,0,Yes,3,.51-.75 Acres,1.0,199
2334476,CLOSED,1405 Farrington Road,Apex,27523,9/24/2020,Not in a Subdivision,1264,1920,3,1,1,Detached,299900.0,299900.0,4,,0,1-2.9 Acres,1.0,153
2199007,CLOSED,1957 Firenza Drive,Apex,27502,7/27/2018,Bella Casa,2348,2014,4,3,0,Detached,399000.0,399000.0,0,Yes,2,0-.25 Acres,1.0,11
2187601,CLOSED,613 October Glory Lane,Apex,27539-9039,6/1/2018,Miramonte,2478,2008,4,2,1,Detached,359900.0,359900.0,3,Yes,2,0-.25 Acres,1.0,148
2253335,CLOSED,2412 Flints Pond Circle,Apex,27523,7/1/2019,Walden Creek,2916,1996,4,2,1,Detached,449900.0,449900.0,8,Yes,2,.26-.5 Acres,1.0,244
2183064,CLOSED,2301 Watersglen Drive,Apex,27502,5/14/2018,Waterford Green,2246,1996,3,2,1,Detached,350000.0,341000.0,5,Yes,2,0-.25 Acres,0.97,247
2223824,CLOSED,208 Fishburn Drive,Apex,27523,5/31/2019,Crestmont,3663,2018,5,5,0,Detached,564735.0,564735.0,0,Yes,2,.26-.5 Acres,1.0,51
2185319,CLOSED,1712 Ashley Downs Drive,Apex,27502,8/2/2018,Ashley Downs,2015,1998,4,2,1,Detached,299499.0,302000.0,57,,2,0-.25 Acres,1.01,6
2267129,CLOSED,3272 Wishing Well Wynd,Apex,27502,4/13/2020,Smith Farm,1793,2019,3,2,1,Detached,347175.0,347175.0,0,Yes,2,0-.25 Acres,1.0,203
2293648,CLOSED,63 Lone Oak Lane,Apex,27502,2/6/2020,Not in a Subdivision,2004,1989,3,2,0,Detached,425000.0,421000.0,0,No,0,3-5.9 Acres,0.99,153
2316515,CLOSED,1003 Surry Dale Court,Apex,27502,8/19/2020,Buckingham,2455,1992,3,2,1,Detached,350000.0,353000.0,58,No,2,0-.25 Acres,1.01,28
2248369,CLOSED,3239 Ripley River Road,Apex,27562,8/30/2019,Woodbury,3044,2019,5,4,0,Detached,446235.0,441225.0,0,Yes,2,0-.25 Acres,0.99,269
2229585,CLOSED,1305 Apache Lane,Apex,27502,2/19/2019,Shepherds Vineyard,2641,1989,4,2,1,Detached,415000.0,410000.0,14,Yes,2,.26-.5 Acres,0.99,200
2309784,CLOSED,105 Shining Star Court,Apex,27502,4/30/2020,Homestead Park,1242,1999,3,2,1,Detached,255000.0,254000.0,5,Yes,1,0-.25 Acres,1.0,112
2250564,CLOSED,8408 Bells Lake Road,Apex,27539-8807,12/6/2019,Not in a Subdivision,2648,1989,3,2,1,Detached,342000.0,325000.0,168,No,0,.51-.75 Acres,0.95,153
2322285,CLOSED,1105 Churchwood Drive,Apex,27502,8/10/2020,Scotts Mill,2406,2007,3,2,1,Detached,414900.0,414400.0,20,Yes,2,0-.25 Acres,1.0,196
2280427,CLOSED,307 Wrenn Street,Apex,27502,11/12/2019,Not in a Subdivision,1725,1963,3,2,1,Detached,325000.0,335000.0,4,No,1,.26-.5 Acres,1.03,153
2163506,CLOSED,4101 Summer Ridge Court,Apex,27539,1/25/2018,Kildaire Estates,2400,1991,4,2,1,Detached,339000.0,342000.0,4,No,2,.51-.75 Acres,1.01,126
2321615,CLOSED,2767 Willow Rock Lane,Apex,27523,5/29/2020,Green Level Estates,4354,2020,6,5,1,Detached,775000.0,771749.0,0,Yes,3,.26-.5 Acres,1.0,82
2250706,CLOSED,2434 Fillmore Hall Lane,Apex,27523,11/22/2019,Crestmont,3388,2019,5,4,0,Detached,499990.0,485000.0,0,Yes,2,0-.25 Acres,0.97,51
2311424,CLOSED,108 Langshire Court,Apex,27502,6/10/2020,Abbington,3276,1998,4,3,0,Detached,485000.0,480000.0,25,Yes,2,.26-.5 Acres,0.99,1
2205171,CLOSED,160 Restonwood Drive,Apex,27539,12/17/2018,Woodcreek,3298,2018,5,4,1,Detached,499000.0,476250.0,0,Yes,2,.26-.5 Acres,0.95,270
2241115,CLOSED,3160 Curling Creek Drive,Apex,27502,5/31/2019,Stillwater,4328,2017,5,5,2,Detached,805000.0,790000.0,14,Yes,3,.26-.5 Acres,0.98,210
2240143,CLOSED,209 Evanview Court,Apex,27523,7/29/2019,Woodhall,2300,2019,3,3,0,Detached,577777.0,577777.0,0,Yes,2,.26-.5 Acres,1.0,271
2133279,CLOSED,1244 Brown Velvet Lane,Apex,27523,6/19/2018,Sweetwater,2082,2017,3,2,2,Detached,310960.0,314475.0,0,Yes,1,0-.25 Acres,1.01,227
2197820,CLOSED,3464 Barn Road,Apex,27502,12/14/2018,Deer Creek,2614,2018,4,2,1,Detached,418000.0,412000.0,0,Yes,2,0-.25 Acres,0.99,59
2290271,CLOSED,2008 Braeburn Drive,Apex,27539,3/31/2020,Senter Farm,3117,2019,4,4,0,Detached,509900.0,509900.0,0,Yes,2,.51-.75 Acres,1.0,199
2336106,CLOSED,1817 Bodwin Lane,Apex,27560,10/21/2020,Salem Village,2539,2014,3,2,1,Detached,470000.0,486000.0,3,,2,0-.25 Acres,1.03,187
2284183,CLOSED,4109 Cool Oaks Drive,Apex,27513,3/31/2020,Woodhall,2080,2020,3,2,1,Detached,501832.0,503632.0,0,Yes,2,.26-.5 Acres,1.0,271
2258771,CLOSED,4137 Cool Oaks Drive,Apex,27523,11/27/2019,Woodhall,2123,2019,3,2,1,Detached,530884.0,530884.0,0,Yes,2,.26-.5 Acres,1.0,271
2192470,CLOSED,3801 Laughton Woods Court,Apex,27539,9/27/2018,Blaney Farms,3461,2018,5,3,0,Detached,470000.0,470000.0,0,Yes,2,.51-.75 Acres,1.0,16
2287189,CLOSED,3733 Sedona Place,Apex,27539,1/3/2020,Keith Woods,1402,1988,3,2,0,Detached,280000.0,275000.0,20,No,0,1-2.9 Acres,0.98,122
2309473,CLOSED,3121 Beechcroft Lane,Apex,27502,8/31/2020,Saddlebrook,4120,2019,5,4,1,Detached,757000.0,757000.0,96,Yes,3,0-.25 Acres,1.0,185
2340775,CLOSED,303 Country Valley Court,Apex,27502,10/7/2020,Scotts Mill,2195,2003,4,2,1,Detached,395000.0,395000.0,9,Yes,1,0-.25 Acres,1.0,196
2242958,CLOSED,9020 Oak Branch Drive,Apex,27539-6830,7/15/2019,Oak Chase,2478,1999,4,2,1,Detached,424990.0,424900.0,86,Yes,2,.51-.75 Acres,1.0,154
2171941,CLOSED,8636 Glade Hill Drive,Apex,27539,4/6/2018,The Park At West Lake,2248,2005,3,3,1,Detached,350000.0,345000.0,11,Yes,2,.26-.5 Acres,0.99,230
2210229,CLOSED,2728 Dilly Dally Court,Apex,27539,1/24/2019,Reunion Pointe,2236,2018,3,2,1,Detached,353000.0,352728.0,0,Yes,2,0-.25 Acres,1.0,178
2259856,CLOSED,107 Grassy Ridge Court,Apex,27502,6/26/2019,Kelly West,1854,2000,4,2,1,Detached,309900.0,310000.0,4,Yes,2,.26-.5 Acres,1.0,125
2187685,CLOSED,1313 Gilwood Drive,Apex,27523,7/27/2018,Middleton,3107,2018,5,5,0,Detached,490226.0,490226.0,0,Yes,2,0-.25 Acres,1.0,146
2140296,CLOSED,1932 Metta Mill Lane,Apex,27502,2/14/2018,Woodall Estates,3420,2017,5,4,0,Detached,550453.0,550453.0,0,,2,0-.25 Acres,1.0,267
2190450,CLOSED,508 Gablefield Lane,Apex,27502,7/23/2018,Hunter Valley,2987,1994,4,2,1,Detached,325000.0,325000.0,28,No,2,.26-.5 Acres,1.0,113
2258785,CLOSED,2301 Brasstown Lane,Apex,27502,9/19/2019,Crocketts Ridge,2400,2002,3,2,1,Detached,319999.0,315500.0,81,Yes,2,0-.25 Acres,0.99,52
2251561,CLOSED,1002 Twelve Oaks Lane,Apex,27502,7/3/2019,Ashley Downs,1785,2000,3,2,0,Detached,319000.0,317000.0,32,,2,.26-.5 Acres,0.99,6
2240900,CLOSED,400 Evening Star Drive,Apex,27502,4/5/2019,Creekside Commons,1716,2008,3,2,1,Detached,265000.0,261500.0,8,Yes,2,0-.25 Acres,0.99,50
2329746,CLOSED,104 Strawthorne Court,Apex,27502,9/21/2020,Abbington,4338,2003,5,5,0,Detached,615000.0,608500.0,14,Yes,2,.26-.5 Acres,0.99,1
2255180,CLOSED,2720 Southwinds Run,Apex,27502,6/20/2019,Westwinds,3102,1993,4,3,1,Detached,499990.0,530000.0,1,,2,1-2.9 Acres,1.06,254
2243926,CLOSED,1232 Brown Velvet Lane,Apex,27523,10/31/2018,Sweetwater,2084,2018,4,3,1,Detached,317885.0,317885.0,0,Yes,1,0-.25 Acres,1.0,227
2167830,CLOSED,2400 Chianti Court,Apex,27502,1/12/2018,Bella Casa,3809,2017,5,4,1,Detached,774900.0,774900.0,0,Yes,3,.26-.5 Acres,1.0,11
2291353,CLOSED,329 Quiet Rock Drive,Apex,27523,6/18/2020,Woodhall,2272,2020,3,2,1,Detached,507991.0,535934.0,0,Yes,2,.26-.5 Acres,1.06,271
2325540,CLOSED,4605 Thane Court,Apex,27539-8704,8/4/2020,Hallmark,3852,1993,3,3,1,Detached,517000.0,513500.0,6,No,2,.76-.99 Acres,0.99,93
2247555,CLOSED,3033 Brighton Bluff Drive,Apex,27539,7/2/2019,Brighton Forest,3434,2013,5,3,1,Detached,473500.0,473500.0,33,Yes,2,.26-.5 Acres,1.0,21
2157592,CLOSED,117 Meadow Sage Court,Apex,27539,1/31/2018,Colvin Park,2469,2017,3,3,0,Detached,414029.0,405000.0,0,Yes,2,0-.25 Acres,0.98,45
2252186,CLOSED,1159 Alsace Drive,Apex,27502,7/1/2019,Olive Chapel Park,2636,2012,4,2,1,Detached,382000.0,381000.0,12,Yes,2,0-.25 Acres,1.0,160
2258868,CLOSED,674 Yellow Oak Drive,Apex,27523,2/14/2020,Oak Pointe,2836,2020,5,3,0,Detached,488155.0,488155.0,0,Yes,2,0-.25 Acres,1.0,155
2279359,CLOSED,101 Bonhill Court,Apex,27502,10/24/2019,Greenbrier,2053,2001,4,2,1,Detached,319000.0,325000.0,6,Yes,2,0-.25 Acres,1.02,85
2229850,CLOSED,618 Yellow Oak Drive,Apex,27523,9/30/2019,Oak Pointe,3388,2019,5,4,0,Detached,516990.0,502000.0,0,Yes,2,0-.25 Acres,0.97,155
2189059,CLOSED,1404 Hillcroft Court,Apex,27502-4866,6/21/2018,Pearson Farms,2500,1997,4,2,1,Detached,365000.0,366000.0,3,Yes,2,0-.25 Acres,1.0,167
2239686,CLOSED,3003 Cumberland Gap Court,Apex,27523,4/10/2019,Charleston Village,2098,2000,4,2,1,Detached,349500.0,350500.0,3,Yes,2,.26-.5 Acres,1.0,40
2218983,CLOSED,809 Pinewood Drive,Apex,27502,12/20/2018,Indian Trail,1583,1980,3,2,0,Detached,260000.0,250000.0,41,No,2,.26-.5 Acres,0.96,115
2137560,CLOSED,1421 Wragby Lane,Apex,27502,5/18/2018,Salem Village,3780,2017,4,3,1,Detached,576960.0,580300.0,0,Yes,3,.26-.5 Acres,1.01,187
2203902,CLOSED,2570 Collection Court,Apex,27562,10/22/2019,Woodbury,1766,2018,2,2,0,Detached,359900.0,343000.0,0,Yes,2,0-.25 Acres,0.95,269
2161379,CLOSED,1198 Joslyn Ridge Court,Apex,27502,1/2/2018,Abbington,3525,2010,4,4,0,Detached,599000.0,621000.0,3,Yes,3,.26-.5 Acres,1.04,1
2134516,CLOSED,1229 Brown Velvet Lane,Apex,27523,1/26/2018,Sweetwater,2276,2017,3,2,1,Detached,335515.0,335515.0,0,Yes,2,0-.25 Acres,1.0,227
2209878,CLOSED,4333 Summer Brook Drive,Apex,27539,10/15/2018,Jamison Park,5536,2006,5,4,2,Detached,725000.0,705000.0,12,Yes,3,.51-.75 Acres,0.97,118
2248882,CLOSED,2636 New Oxford Drive,Apex,27539,5/17/2019,Brighton Woods,2488,1993,3,2,1,Detached,325000.0,304124.0,2,No,2,1-2.9 Acres,0.94,22
2302808,CLOSED,3235 Bellamy Ridge Drive,Apex,27523,10/19/2020,Lake Castleberry,3761,2020,5,4,1,Detached,709990.0,699990.0,0,Yes,3,.26-.5 Acres,0.99,129
2286296,CLOSED,3268 Ripley River Road,Apex,27562,2/12/2020,Woodbury,2643,2019,4,2,1,Detached,392310.0,391180.0,0,Yes,2,0-.25 Acres,1.0,269
2158610,CLOSED,2826 Walden Road,Apex,27502,6/25/2018,Bella Casa,3295,2017,4,3,1,Detached,619900.0,613500.0,0,Yes,2,.26-.5 Acres,0.99,11
2333757,CLOSED,804 Napleton Circle,Apex,27502,9/9/2020,Perry Village,1305,1994,3,2,1,Detached,249000.0,248800.0,5,,0,0-.25 Acres,1.0,172
