,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,State,Full_Address,Lat,Lng
3559,2209596,CLOSED,2801 Treeswing Court,Apex,27502,4/29/2019,Smith Farm,"3,324",2019,5,4,0,Detached,"$519,990.00","$509,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"2801 Treeswing Court,Apex,NC,27502",35.727771,-78.919783
3560,2263902,CLOSED,1120 Tringham Court,Apex,27502,2/7/2020,Abbey Run,"2,602",2019,4,3,0,Detached,"$520,000.00","$509,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"1120 Tringham Court,Apex,NC,27502",35.738786,-78.877406
3561,2265304,CLOSED,316 Chanticlair Drive,Apex,27502,8/15/2019,Abbington,"3,126",2000,4,3,1,Detached,"$525,000.00","$509,000.00",12,,2,.26-.5 Acres,0.97,NC,"316 Chanticlair Drive,Apex,NC,27502",35.7421977,-78.9013563
3562,2318967,CLOSED,3201 Curling Creek Drive,Apex,27502,6/30/2020,Stillwater,"3,319",2017,5,3,0,Detached,"$509,000.00","$509,000.00",0,Yes,3,0-.25 Acres,1.0,NC,"3201 Curling Creek Drive,Apex,NC,27502",35.7124757,-78.93070259999999
3563,2314945,CLOSED,1102 Tringham Court,Apex,27502,8/28/2020,Abbey Run,"2,737",2020,4,3,0,Detached,"$499,990.00","$509,090.00",0,Yes,2,0-.25 Acres,1.02,NC,"1102 Tringham Court,Apex,NC,27502",35.7393214,-78.87715899999999
3564,2282234,CLOSED,5656 Lockley Road,Apex,27539,3/2/2020,Woodcreek,"3,290",2019,5,4,1,Detached,"$509,693.00","$509,173.00",0,Yes,2,.26-.5 Acres,1.0,NC,"5656 Lockley Road,Apex,NC,27539",35.6688795,-78.8193811
3565,2250729,CLOSED,2324 Fillmore Hall Lane,Apex,27523,9/19/2019,Crestmont,"3,454",2019,5,4,0,Detached,"$514,990.00","$509,500.00",0,Yes,2,0-.25 Acres,0.99,NC,"2324 Fillmore Hall Lane,Apex,NC,27523",35.7698361,-78.8985292
3566,2191294,CLOSED,3032 Sainsbury Way,Apex,27502,7/12/2018,Saddlebrook,"2,659",2017,4,3,0,Detached,"$509,603.00","$509,603.00",0,Yes,2,.26-.5 Acres,1.0,NC,"3032 Sainsbury Way,Apex,NC,27502",35.7267575,-78.9281534
3567,2234494,CLOSED,601 Yellow Oak Drive,Apex,27523,7/29/2019,Oak Pointe,"3,171",2019,5,4,0,Detached,"$508,975.00","$509,720.00",0,Yes,2,0-.25 Acres,1.0,NC,"601 Yellow Oak Drive,Apex,NC,27523",35.7578854,-78.87289489999999
3568,2213820,CLOSED,1833 Bodwin Lane,Apex,27502-6522,10/25/2018,Salem Village,"3,377",2014,5,4,0,Detached,"$509,900.00","$509,900.00",6,Yes,2,0-.25 Acres,1.0,NC,"1833 Bodwin Lane,Apex,NC,27502-6522",35.7161288,-78.86531289999999
3569,2290271,CLOSED,2008 Braeburn Drive,Apex,27539,3/31/2020,Senter Farm,"3,117",2019,4,4,0,Detached,"$509,900.00","$509,900.00",0,Yes,2,.51-.75 Acres,1.0,NC,"2008 Braeburn Drive,Apex,NC,27539",35.67939,-78.712822
3570,2290417,CLOSED,621 Brook Pine Trail,Apex,27523,2/27/2020,Greenmoor,"3,160",2020,5,4,1,Detached,"$509,900.00","$509,900.00",0,Yes,2,0-.25 Acres,1.0,NC,"621 Brook Pine Trail,Apex,NC,27523",35.760238,-78.893845
3571,2305398,CLOSED,300 Victory Falls Drive,Apex,27539,7/14/2020,Woodcreek,"3,298",2020,5,4,1,Detached,"$509,949.00","$509,949.00",0,Yes,2,0-.25 Acres,1.0,NC,"300 Victory Falls Drive,Apex,NC,27539",35.6733604,-78.8185757
3572,2186316,CLOSED,112 Hensley Grove Court,Apex,27539,8/23/2018,Hensley,"3,556",2018,5,3,1,Detached,"$470,325.00","$509,969.00",0,Yes,2,0-.25 Acres,1.08,NC,"112 Hensley Grove Court,Apex,NC,27539",35.6635834,-78.86133889999999
3573,2277243,CLOSED,3416 Willow Green Drive,Apex,27502,1/3/2020,Stillwater,"3,336",2019,5,4,0,Detached,"$514,990.00","$509,990.00",0,Yes,2,0-.25 Acres,0.99,NC,"3416 Willow Green Drive,Apex,NC,27502",35.7088638,-78.9258688
3574,2265968,CLOSED,3527 Willow Green Drive,Apex,27502,8/29/2019,Stillwater,"3,336",2019,5,4,0,Detached,"$510,000.00","$510,000.00",0,Yes,2,0-.25 Acres,1.0,NC,"3527 Willow Green Drive,Apex,NC,27502",35.7107581,-78.92771309999999
3575,2300778,CLOSED,3820 Wesley Ridge Drive,Apex,27539,7/21/2020,Jamison Park,"3,986",2001,6,4,1,Detached,"$520,000.00","$510,000.00",109,Yes,2,.51-.75 Acres,0.98,NC,"3820 Wesley Ridge Drive,Apex,NC,27539",35.6731745,-78.7633389
3576,2257932,CLOSED,201 Yatesdale Court,Apex,27502,7/31/2019,Abbington,"3,200",2003,5,3,1,Detached,"$525,000.00","$510,000.00",19,,2,.26-.5 Acres,0.97,NC,"201 Yatesdale Court,Apex,NC,27502",35.7427952,-78.9023667
3577,2233865,CLOSED,128 Harmony Creek Place,Apex,27540,6/28/2019,Woodcreek,"3,633",2018,5,4,1,Detached,"$515,000.00","$510,000.00",0,Yes,2,0-.25 Acres,0.99,NC,"128 Harmony Creek Place,Apex,NC,27540",35.6721585,-78.817779
3578,2156824,CLOSED,1678 Salem Village Drive,Apex,27502,3/21/2018,Salem Village,"3,471",2013,5,4,0,Detached,"$514,900.00","$510,000.00",112,Yes,3,0-.25 Acres,0.99,NC,"1678 Salem Village Drive,Apex,NC,27502",35.7111782,-78.86916049999999
3579,2296941,CLOSED,3513 Lily Orchard Way,Apex,27539,4/28/2020,Lily Orchard,"3,323",2016,4,2,1,Detached,"$519,900.00","$510,000.00",49,Yes,3,0-.25 Acres,0.98,NC,"3513 Lily Orchard Way,Apex,NC,27539",35.7030029,-78.8002334
3580,2300767,CLOSED,1108 Tringham Court,Apex,27502,5/22/2020,Abbey Run,"2,602",2020,4,3,0,Detached,"$520,000.00","$510,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"1108 Tringham Court,Apex,NC,27502",35.739286,-78.877422
3581,2311659,CLOSED,1140 Tringham Court,Apex,27502,5/28/2020,Abbey Run,"2,547",2020,4,3,0,Detached,"$535,000.00","$510,000.00",0,Yes,2,0-.25 Acres,0.95,NC,"1140 Tringham Court,Apex,NC,27502",35.737941,-78.877448
3582,2228374,CLOSED,121 Feathercrest Lane,Apex,27539,7/1/2019,Woodcreek,"4,031",2011,5,5,0,Detached,"$499,999.00","$510,000.00",77,Yes,3,.26-.5 Acres,1.02,NC,"121 Feathercrest Lane,Apex,NC,27539",35.6669659,-78.80412890000001
3583,2206514,CLOSED,2809 Treeswing Court,Apex,27502,11/21/2019,Smith Farm,"3,454",2019,5,4,0,Detached,"$519,990.00","$510,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"2809 Treeswing Court,Apex,NC,27502",35.727786,-78.920115
3584,2265551,CLOSED,2400 Fillmore Hall Lane,Apex,27523,11/20/2019,Crestmont,"3,453",2019,5,4,0,Detached,"$519,990.00","$510,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"2400 Fillmore Hall Lane,Apex,NC,27523",35.7698419,-78.8989459
3585,2214097,CLOSED,5312 Levering Mill Road,Apex,27539-3649,12/19/2018,Merion,"3,547",2003,3,3,1,Detached,"$527,500.00","$510,000.00",53,Yes,2,.76-.99 Acres,0.97,NC,"5312 Levering Mill Road,Apex,NC,27539-3649",35.6949157,-78.8189299
3586,2264841,CLOSED,1469 Rowboat Road,Apex,27501,10/25/2019,Smith Farm,"3,420",2019,5,4,0,Detached,"$514,990.00","$510,000.00",0,Yes,2,0-.25 Acres,0.99,NC,"1469 Rowboat Road,Apex,NC,27501",35.728257,-78.919376
3587,2293300,CLOSED,1629 Salem Village Drive,Apex,27502,3/16/2020,Salem Village,"3,789",2014,5,4,0,Detached,"$515,000.00","$510,000.00",50,Yes,2,0-.25 Acres,0.99,NC,"1629 Salem Village Drive,Apex,NC,27502",35.7120048,-78.8667281
3588,2232711,CLOSED,4417 Buckley Drive,Apex,27539,6/13/2019,Stonewood Manor,"3,292",2019,4,3,0,Detached,"$524,900.00","$510,000.00",0,Yes,3,.51-.75 Acres,0.97,NC,"4417 Buckley Drive,Apex,NC,27539",35.6638814,-78.72484519999999
3589,2225037,CLOSED,133 Pondside Drive,Apex,27539,2/28/2019,Colvin Park,"4,694",2018,5,4,0,Detached,"$524,000.00","$510,000.00",0,Yes,2,0-.25 Acres,0.97,NC,"133 Pondside Drive,Apex,NC,27539",35.6995267,-78.8067003
3590,2118961,CLOSED,217 Pondside Drive,Apex,27539,4/27/2018,Colvin Park,"4,202",2018,6,5,0,Detached,"$523,671.00","$510,000.00",0,Yes,2,0-.25 Acres,0.97,NC,"217 Pondside Drive,Apex,NC,27539",35.698818,-78.80786499999999
3591,2200927,CLOSED,2712 Fort Fisher Trace,Apex,27502,8/29/2018,Bella Casa,"3,662",2014,6,4,0,Detached,"$514,900.00","$510,000.00",13,Yes,2,0-.25 Acres,0.99,NC,"2712 Fort Fisher Trace,Apex,NC,27502",35.7122956,-78.9137736
3592,2217949,CLOSED,1939 Firenza Drive,Apex,27502-9668,11/15/2018,Bella Casa,"3,662",2015,6,4,0,Detached,"$518,000.00","$510,000.00",6,Yes,2,0-.25 Acres,0.98,NC,"1939 Firenza Drive,Apex,NC,27502-9668",35.7110025,-78.9134641
3593,2190339,CLOSED,2429 Balmoor Trace,Apex,27523,8/30/2018,Greenmoor,"3,341",2018,4,3,1,Detached,"$510,180.00","$510,000.00",0,Yes,2,0-.25 Acres,1.0,NC,"2429 Balmoor Trace,Apex,NC,27523",35.7629641,-78.90131699999999
3594,2269861,CLOSED,4704 Sunset Fairways Drive,Apex,27539-5326,9/12/2019,Woodcreek,"3,391",2014,5,4,0,Detached,"$510,000.00","$510,000.00",14,Yes,2,.26-.5 Acres,1.0,NC,"4704 Sunset Fairways Drive,Apex,NC,27539-5326",35.6672124,-78.80510149999999
3595,2235145,CLOSED,4400 Alden Mist Court,Apex,27539,3/21/2019,The Park At West Lake,"3,068",2005,4,3,1,Detached,"$514,900.00","$510,000.00",3,,2,.26-.5 Acres,0.99,NC,"4400 Alden Mist Court,Apex,NC,27539",35.6578932,-78.75795959999999
3596,2149208,CLOSED,1913 Metta Mill Lane,Apex,27502,6/20/2018,Woodall Estates,"3,420",2017,5,4,0,Detached,"$510,025.00","$510,025.00",0,,2,0-.25 Acres,1.0,NC,"1913 Metta Mill Lane,Apex,NC,27502",35.7226098,-78.8784126
3597,2236500,CLOSED,1904 Highland Hills Court,Apex,27502,5/22/2019,Stillwater,"2,905",2019,4,3,0,Detached,"$510,610.00","$510,610.00",0,,3,0-.25 Acres,1.0,NC,"1904 Highland Hills Court,Apex,NC,27502",35.7132618,-78.9271444
3598,2252059,CLOSED,2747 Lake Waccamaw Trail,Apex,27502,6/21/2019,Bella Casa,"3,697",2015,6,4,0,Detached,"$510,000.00","$511,000.00",15,Yes,2,0-.25 Acres,1.0,NC,"2747 Lake Waccamaw Trail,Apex,NC,27502",35.7078128,-78.91315469999999
3599,2213033,CLOSED,2430 Fillmore Hall Lane,Apex,27523,6/18/2019,Crestmont,"3,834",2018,5,4,0,Detached,"$511,005.00","$511,005.00",0,Yes,2,0-.25 Acres,1.0,NC,"2430 Fillmore Hall Lane,Apex,NC,27523",35.7702847,-78.9000549
3600,2327823,CLOSED,2113 Bradford Mill Court,Apex,27539,6/29/2020,The Courtyards at Kildaire Farms,"1,776",2020,2,2,0,Detached,"$511,055.00","$511,055.00",0,Yes,2,0-.25 Acres,1.0,NC,"2113 Bradford Mill Court,Apex,NC,27539",53.795984,-1.759398
3601,2205181,CLOSED,113 Mystic Pine Place,Apex,27540,12/19/2018,Woodcreek,"3,493",2018,5,4,1,Detached,"$531,452.00","$511,452.00",0,Yes,2,.26-.5 Acres,0.96,NC,"113 Mystic Pine Place,Apex,NC,27540",35.6723555,-78.81542309999999
3602,2263930,CLOSED,2125 Orchard Lake Drive,Apex,27539,9/4/2019,Senter Farm,"3,107",2018,4,4,0,Detached,"$515,504.00","$511,459.00",0,Yes,2,.51-.75 Acres,0.99,NC,"2125 Orchard Lake Drive,Apex,NC,27539",35.676829,-78.71468899999999
3603,2334846,CLOSED,3045 Kildaire Dairy Way,Apex,27539,7/31/2020,The Courtyards at Kildaire Farms,"1,893",2020,2,2,0,Detached,"$511,555.00","$511,555.00",0,Yes,2,0-.25 Acres,1.0,NC,"3045 Kildaire Dairy Way,Apex,NC,27539",N/A,N/A
3604,2313104,CLOSED,2527 Sidewinder Court,Apex,27523,8/21/2020,The Preserve at White Oak Creek,"3,235",2020,4,4,1,Detached,"$512,000.00","$512,000.00",0,Yes,2,0-.25 Acres,1.0,NC,"2527 Sidewinder Court,Apex,NC,27523",35.7536225,-78.9077922
3605,2187694,CLOSED,4428 Fairview Ridge Lane,Apex,27539,6/28/2018,The Park At West Lake,"3,658",2006,4,3,1,Detached,"$509,000.00","$512,000.00",12,Yes,2,.51-.75 Acres,1.01,NC,"4428 Fairview Ridge Lane,Apex,NC,27539",35.6586053,-78.754329
3606,2205636,CLOSED,8700 Forester Lane,Apex,27539,9/4/2018,Belmont,"5,248",2008,5,6,0,Detached,"$550,000.00","$512,000.00",6,Yes,3,.26-.5 Acres,0.93,NC,"8700 Forester Lane,Apex,NC,27539",35.6687648,-78.7489524
3607,2184686,CLOSED,1015 Rexhill Court,Apex,27502-6491,6/11/2018,Haddon Hall,"4,409",2002,5,3,1,Detached,"$525,000.00","$512,000.00",18,,2,.26-.5 Acres,0.98,NC,"1015 Rexhill Court,Apex,NC,27502-6491",35.745554,-78.856296
3608,2214954,CLOSED,4709 Lockley Road,Apex,27539,3/21/2019,Woodcreek,"3,881",2011,5,5,0,Detached,"$525,000.00","$512,000.00",129,Yes,2,.26-.5 Acres,0.98,NC,"4709 Lockley Road,Apex,NC,27539",35.6702689,-78.80218070000001
3609,2270785,CLOSED,1432 Barn Door Drive,Apex,27502,1/17/2020,Smith Farm,"3,242",2019,5,4,0,Detached,"$519,990.00","$512,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"1432 Barn Door Drive,Apex,NC,27502",35.72964899999999,-78.923177
3610,2238661,CLOSED,600 White Oak Pond Road,Apex,27523,3/8/2019,The Preserve at White Oak Creek,"3,235",2018,4,3,1,Detached,"$512,265.00","$512,265.00",0,Yes,2,0-.25 Acres,1.0,NC,"600 White Oak Pond Road,Apex,NC,27523",35.75631,-78.910032
3611,2272232,CLOSED,821 Dotson Way,Apex,27523,9/20/2019,The Trace,"3,668",2015,5,4,0,Detached,"$540,000.00","$512,500.00",3,Yes,2,0-.25 Acres,0.95,NC,"821 Dotson Way,Apex,NC,27523",35.7598891,-78.83255729999999
3612,2198185,CLOSED,2809 Singletary Lake Cove,Apex,27502,8/30/2018,Bella Casa,"3,855",2016,5,3,1,Detached,"$524,900.00","$512,500.00",38,,3,.26-.5 Acres,0.98,NC,"2809 Singletary Lake Cove,Apex,NC,27502",35.7061509,-78.91619089999999
3613,2167472,CLOSED,2566 Winding Branch Trail,Apex,27523,4/23/2018,The Preserve at White Oak Creek,"3,243",2018,4,3,0,Detached,"$519,574.00","$513,000.00",0,Yes,2,0-.25 Acres,0.99,NC,"2566 Winding Branch Trail,Apex,NC,27523",35.7545514,-78.90763609999999
3614,2325850,CLOSED,1900 Park Stream Court,Apex,27502,7/27/2020,Stillwater,"3,299",2016,5,4,0,Detached,"$512,900.00","$513,100.00",0,Yes,3,0-.25 Acres,1.0,NC,"1900 Park Stream Court,Apex,NC,27502",35.7125268,-78.9264817
3615,2331998,CLOSED,2900 Winter Crop Way,Apex,27502,10/28/2020,Smith Farm,"3,388",2020,5,4,0,Detached,"$508,740.00","$513,100.00",0,Yes,2,0-.25 Acres,1.01,NC,"2900 Winter Crop Way,Apex,NC,27502",35.7178049,-78.9175088
3616,2185187,CLOSED,408 Echo Park Place,Apex,27523,9/28/2018,Woodhall,"2,254",2018,2,2,0,Detached,"$481,575.00","$513,235.00",0,Yes,2,.26-.5 Acres,1.07,NC,"408 Echo Park Place,Apex,NC,27523",35.7887143,-78.93785629999999
3617,2325540,CLOSED,4605 Thane Court,Apex,27539-8704,8/4/2020,Hallmark,"3,852",1993,3,3,1,Detached,"$517,000.00","$513,500.00",6,No,2,.76-.99 Acres,0.99,NC,"4605 Thane Court,Apex,NC,27539-8704",35.683866,-78.7966002
3618,2318909,CLOSED,1024 Manchaca Loop,Apex,27539,9/29/2020,Fairview Park,"2,777",2020,4,3,0,Detached,"$512,742.00","$513,552.00",0,Yes,3,.26-.5 Acres,1.0,NC,"1024 Manchaca Loop,Apex,NC,27539",35.6861418,-78.75654159999999
3619,2288257,CLOSED,636 Yellow Oak Drive,Apex,27523,11/27/2019,Oak Pointe,"3,242",2019,5,4,0,Detached,"$513,680.00","$513,680.00",0,Yes,2,0-.25 Acres,1.0,NC,"636 Yellow Oak Drive,Apex,NC,27523",35.7572996,-78.8731804
3620,2187708,CLOSED,1305 Gilwood Drive,Apex,27502,10/25/2018,Middleton,"3,522",2018,5,3,0,Detached,"$513,501.00","$513,721.00",0,Yes,2,0-.25 Acres,1.0,NC,"1305 Gilwood Drive,Apex,NC,27502",35.760848,-78.855826
3621,2310933,CLOSED,1322 Wild Ginger Way,Apex,27502,4/28/2020,Linden,"2,933",2019,4,3,0,Detached,"$513,728.00","$513,728.00",0,Yes,2,0-.25 Acres,1.0,NC,"1322 Wild Ginger Way,Apex,NC,27502",35.7329369,-78.9145314
3622,2254307,CLOSED,659 Yellow Oak Drive,Apex,27523,3/6/2020,Oak Pointe,"3,453",2020,5,4,0,Detached,"$513,745.00","$513,745.00",0,Yes,2,0-.25 Acres,1.0,NC,"659 Yellow Oak Drive,Apex,NC,27523",35.7567145,-78.872211
3623,2213106,CLOSED,2108 Della Court,Apex,27502,4/26/2019,Bella Casa,"3,614",2019,4,4,0,Detached,"$529,990.00","$514,516.00",0,Yes,2,0-.25 Acres,0.97,NC,"2108 Della Court,Apex,NC,27502",35.7065054,-78.89762189999999
3624,2203173,CLOSED,1551 Bicknor Drive,Apex,27502,12/7/2018,Saddlebrook,"3,057",2018,3,3,1,Detached,"$514,586.00","$514,586.00",0,Yes,2,0-.25 Acres,1.0,NC,"1551 Bicknor Drive,Apex,NC,27502",35.72488,-78.92703499999999
3625,2334366,CLOSED,749 Orange Oak Lane,Apex,27523,7/31/2020,Oak Pointe,"3,243",2020,5,4,0,Detached,"$514,820.00","$514,820.00",0,Yes,2,0-.25 Acres,1.0,NC,"749 Orange Oak Lane,Apex,NC,27523",35.7538639,-78.8717214
3626,2318685,CLOSED,1505 Armscroft Lane,Apex,27502,10/7/2020,Saddlebrook,"3,553",2020,4,3,0,Detached,"$512,175.00","$514,873.00",0,Yes,2,0-.25 Acres,1.01,NC,"1505 Armscroft Lane,Apex,NC,27502",35.7265643,-78.9258596
3627,2286053,CLOSED,7552 Hazelhurst Circle,Apex,27502-6507,12/20/2019,Creeks Bend,"3,030",1994,3,2,1,Detached,"$514,900.00","$514,900.00",8,No,2,1-2.9 Acres,1.0,NC,"7552 Hazelhurst Circle,Apex,NC,27502-6507",35.6902163,-78.9013733
3628,2260227,CLOSED,624 Yellow Oak Drive,Apex,27523,9/30/2019,Oak Pointe,"3,430",2019,5,4,0,Detached,"$529,990.00","$514,990.00",0,Yes,2,0-.25 Acres,0.97,NC,"624 Yellow Oak Drive,Apex,NC,27523",35.757444,-78.8732594
3629,2240985,CLOSED,625 Yellow Oak Drive,Apex,27523,9/30/2019,Oak Pointe,"3,454",2019,5,4,0,Detached,"$514,990.00","$514,990.00",0,Yes,2,0-.25 Acres,1.0,NC,"625 Yellow Oak Drive,Apex,NC,27523",35.7575907,-78.872721
3630,2216691,CLOSED,2328 Pavia Trace,Apex,27502,5/29/2019,Bella Casa,"3,614",2018,5,4,0,Detached,"$524,990.00","$515,000.00",0,Yes,2,0-.25 Acres,0.98,NC,"2328 Pavia Trace,Apex,NC,27502",35.7061643,-78.8967474
3631,2195498,CLOSED,4953 Mashpee Lane,Apex,27539,9/19/2018,The Park At West Lake,"4,139",2006,4,3,1,Detached,"$519,900.00","$515,000.00",55,Yes,2,.26-.5 Acres,0.99,NC,"4953 Mashpee Lane,Apex,NC,27539",35.658216,-78.7595978
3632,2286898,CLOSED,2304 Swansea Lane,Apex,27502,3/5/2020,Chelsea Run,"2,979",2018,4,2,1,Detached,"$520,000.00","$515,000.00",96,Yes,2,0-.25 Acres,0.99,NC,"2304 Swansea Lane,Apex,NC,27502",35.743543,-78.89612699999999
3633,2296394,CLOSED,3200 Hardenridge Court,Apex,27539,6/30/2020,Merion,"3,371",2008,4,3,1,Detached,"$519,900.00","$515,000.00",90,Yes,2,.51-.75 Acres,0.99,NC,"3200 Hardenridge Court,Apex,NC,27539",35.6869662,-78.82067769999999
3634,2338964,CLOSED,5120 Dove Forest Lane,Apex,27539,10/9/2020,The Park At West Lake,"3,282",2006,4,4,0,Detached,"$499,900.00","$515,000.00",0,Yes,2,.26-.5 Acres,1.03,NC,"5120 Dove Forest Lane,Apex,NC,27539",35.6556449,-78.75714049999999
3635,2319336,CLOSED,1601 Salem Village Drive,Apex,27502-4731,7/10/2020,Salem Village,"3,527",2012,5,4,0,Detached,"$515,000.00","$515,000.00",14,Yes,3,0-.25 Acres,1.0,NC,"1601 Salem Village Drive,Apex,NC,27502-4731",35.7125809,-78.8652244
3636,2184364,CLOSED,3612 Ashleaf Drive,Apex,27539,5/24/2018,Brighton Forest,"3,325",2015,5,4,0,Detached,"$515,000.00","$515,000.00",0,Yes,3,.26-.5 Acres,1.0,NC,"3612 Ashleaf Drive,Apex,NC,27539",35.643787,-78.7333173
3637,2198327,CLOSED,3825 Hickory Manor Drive,Apex,27539,10/19/2018,Blaney Farms,"4,368",2017,5,4,0,Detached,"$529,900.00","$515,000.00",0,Yes,3,1-2.9 Acres,0.97,NC,"3825 Hickory Manor Drive,Apex,NC,27539",35.6743564,-78.7206728
3638,2331141,CLOSED,209 River Falls Drive,Apex,27539,9/30/2020,Woodcreek,"4,103",2012,4,3,1,Detached,"$515,000.00","$515,000.00",43,Yes,2,.26-.5 Acres,1.0,NC,"209 River Falls Drive,Apex,NC,27539",35.6780191,-78.8158325
3639,2259185,CLOSED,1562 Salem Village Drive,Apex,27502,7/15/2019,Salem Village,"3,574",2012,5,4,0,Detached,"$535,000.00","$515,000.00",11,Yes,3,0-.25 Acres,0.96,NC,"1562 Salem Village Drive,Apex,NC,27502",35.7136982,-78.8638755
3640,2187786,CLOSED,1100 Bexley Hills Bend,Apex,27502,7/6/2018,Whitehall Manor,"3,530",2015,5,4,0,Detached,"$525,000.00","$515,000.00",23,Yes,2,.26-.5 Acres,0.98,NC,"1100 Bexley Hills Bend,Apex,NC,27502",35.7287449,-78.8689481
3641,2243529,CLOSED,101 Feathercrest Lane,Apex,27539,6/21/2019,Woodcreek,"4,210",2011,5,4,1,Detached,"$525,000.00","$515,000.00",60,Yes,3,.26-.5 Acres,0.98,NC,"101 Feathercrest Lane,Apex,NC,27539",35.6669272,-78.80273389999999
3642,2242423,CLOSED,109 Hidden Stream Drive,Apex,27539,5/29/2019,Woodcreek,"4,397",2012,5,4,0,Detached,"$529,900.00","$515,000.00",42,Yes,2,0-.25 Acres,0.97,NC,"109 Hidden Stream Drive,Apex,NC,27539",35.6704427,-78.8098808
3643,2333967,CLOSED,2620 Brighton Bluff Drive,Apex,27539,10/7/2020,Brighton Forest,"3,255",2016,4,3,1,Detached,"$500,000.00","$515,000.00",2,Yes,2,.26-.5 Acres,1.03,NC,"2620 Brighton Bluff Drive,Apex,NC,27539",35.6506132,-78.72501330000001
3644,2177878,CLOSED,4824 Sunset Fairways Drive,Apex,27539,6/18/2019,Woodcreek,"4,475",2015,5,5,0,Detached,"$529,900.00","$515,000.00",309,Yes,3,.26-.5 Acres,0.97,NC,"4824 Sunset Fairways Drive,Apex,NC,27539",35.6654328,-78.8054555
3645,2329750,CLOSED,3205 Lianfair Lane,Apex,27539,9/17/2020,Merion,"3,172",2006,3,3,1,Detached,"$529,900.00","$515,000.00",33,Yes,3,.51-.75 Acres,0.97,NC,"3205 Lianfair Lane,Apex,NC,27539",35.6903129,-78.8192839
3646,2254280,CLOSED,654 Yellow Oak Drive,Apex,27523,1/24/2020,Oak Pointe,"3,171",2020,5,4,0,Detached,"$515,225.00","$515,225.00",0,Yes,2,0-.25 Acres,1.0,NC,"654 Yellow Oak Drive,Apex,NC,27523",35.7566073,-78.87279430000001
3647,2206754,CLOSED,1184 St Cloud Loop,Apex,27523,2/21/2019,Woodhall,"3,126",2018,4,3,0,Detached,"$496,990.00","$515,243.00",0,Yes,2,.26-.5 Acres,1.04,NC,"1184 St Cloud Loop,Apex,NC,27523",35.7926425,-78.93816699999999
3648,2244836,CLOSED,3725 Wesley Ridge Drive,Apex,27539,5/30/2019,Jamison Park,"3,131",2001,5,4,1,Detached,"$515,000.00","$515,500.00",1,Yes,2,.51-.75 Acres,1.0,NC,"3725 Wesley Ridge Drive,Apex,NC,27539",35.6733316,-78.7603062
3649,2198555,CLOSED,1359 Gilwood Drive,Apex,27502,11/27/2018,Middleton,"2,936",2018,5,4,0,Detached,"$519,990.00","$515,990.00",0,Yes,2,0-.25 Acres,0.99,NC,"1359 Gilwood Drive,Apex,NC,27502",35.7619105,-78.85791689999999
3650,2163605,CLOSED,2417 Emily Brook Way,Apex,27523,3/28/2018,Greenmoor,"3,290",2017,4,3,1,Detached,"$515,999.00","$515,999.00",0,,2,0-.25 Acres,1.0,NC,"2417 Emily Brook Way,Apex,NC,27523",35.762145,-78.899969
3651,2147392,CLOSED,2412 Emily Brook Way,Apex,27523,5/18/2018,Greenmoor,"3,476",2017,5,4,1,Detached,"$514,900.00","$516,000.00",0,,2,0-.25 Acres,1.0,NC,"2412 Emily Brook Way,Apex,NC,27523",35.762615,-78.899993
3652,2252094,CLOSED,1116 St Cloud Loop,Apex,27523,5/28/2020,Woodhall,"3,126",2019,3,3,0,Detached,"$522,000.00","$516,000.00",0,Yes,2,.26-.5 Acres,0.99,NC,"1116 St Cloud Loop,Apex,NC,27523",35.7901172,-78.9365361
3653,2129860,CLOSED,1936 Kateland Drive,Apex,27502,5/25/2018,Stillwater,"3,975",2018,6,5,0,Detached,"$529,990.00","$516,000.00",0,Yes,2,.26-.5 Acres,0.97,NC,"1936 Kateland Drive,Apex,NC,27502",35.7103408,-78.9247785
3654,2342075,CLOSED,3036 Kildaire Dairy Way,Apex,27539,8/26/2020,The Courtyards at Kildaire Farms,"2,114",2020,2,2,0,Detached,"$516,103.00","$516,103.00",0,Yes,2,0-.25 Acres,1.0,NC,"3036 Kildaire Dairy Way,Apex,NC,27539",N/A,N/A
3655,2153792,CLOSED,339 Stonehouse Drive,Apex,27523,4/26/2018,Crestmont,"3,236",2017,5,4,0,Detached,"$516,284.00","$516,284.00",0,Yes,2,0-.25 Acres,1.0,NC,"339 Stonehouse Drive,Apex,NC,27523",35.768586,-78.896726
3656,2211512,CLOSED,1352 Kirkstone Way,Apex,27502,12/28/2018,Middleton,"2,936",2018,5,4,0,Detached,"$516,529.00","$516,529.00",0,Yes,2,0-.25 Acres,1.0,NC,"1352 Kirkstone Way,Apex,NC,27502",35.762612,-78.85745399999999
